path,size_bytes,depth,sha256
src/apps/daemon/internal/adapters/api/handlers_system_status.go,5759,7,438ab2d2f99b67c197d63f8ea5c8099f2174b60f0f27fa2d6e0444b72f4d0851
src/apps/daemon/internal/adapters/api/handlers_system_traffic.go,744,7,21f208f4ea6bd309655ca0935e46fe90d7a4a93ea3cfaa9a8c24aa14a50391bc
src/apps/daemon/internal/adapters/api/handlers_system_traffic_test.go,2249,7,e167afc00cab93fe5f7ce2a51c2b78873a72fddab8b74b8a4786e12b9c978830
src/apps/daemon/internal/adapters/api/handlers_system_tun.go,3003,7,92c158eb46e627eabb94146d8890a52e8f4fc75eb27c638b9fc24bc7526a0321
src/apps/daemon/internal/adapters/api/handlers_tailscale.go,1645,7,c64358c0e9f202fb863b4927769757327ef0b84fc98b5b222d6718212e71d2d4
src/apps/daemon/internal/adapters/api/handlers_tarpit.go,455,7,94779684de1ddfc7b9441976ecb02d16abb567bd1c72569167ed0eb791168a4c
src/apps/daemon/internal/adapters/api/handlers_telegram.go,898,7,5308439462ab4acc9e06ddf5e244ceb8e82b571c458c05baa1107f68d8feb8d3
src/apps/daemon/internal/adapters/api/handlers_telegram_test.go,2568,7,65f539dfafa1c427255f517b4ec9c4a079af597b7f0925fabef94f7d62a83289
src/apps/daemon/internal/adapters/api/handlers_tls.go,1786,7,e8f2a1590cc51fd04c4739c7cc9f5f7ca7d5274a74044e5a26c853ef879058ec
src/apps/daemon/internal/adapters/api/handlers_tls_test.go,2335,7,66a74df83e9df2f7f033cad4d82d6ea3917380943ba7ccb834b7e16f120d5c80
src/apps/daemon/internal/adapters/api/handlers_uptime.go,336,7,8e410f604155baadbf140fb66fa8d3ee49cfcb1ff52559cae813aa8cb8d573b6
src/apps/daemon/internal/adapters/api/handlers_warp_geosite.go,14695,7,15716f8f01fd3a584f934b27e2805f399dd77fd9b010411fea6e7a031c342bc5
src/apps/daemon/internal/adapters/api/ipc_listener.go,1820,7,351925a18e59696b272c0776667297b192767611b998b88f0bee41b1220acbc7
src/apps/daemon/internal/adapters/api/ipc_listener_mobile.go,2504,7,cd9219c2305b8319377ebb89b5b580a8df4776ab6763d031717ce131bd180402
src/apps/daemon/internal/adapters/api/ipc_listener_other.go,192,7,2abf241e9ef33866e51aedd55af06099454099b87773de1b9e17ee7d0ff52d13
src/apps/daemon/internal/adapters/api/ipc_listener_test.go,1459,7,1428d49076387fb8e019a3335b0b379ece5640975098f5d45dde9dbbe4be3f03
src/apps/daemon/internal/adapters/api/ipc_listener_unix.go,957,7,96201c14a186b2c7db585350abf0158e15daad2b1bb6f234ec1ff3808f29b9c2
src/apps/daemon/internal/adapters/api/ipc_listener_windows.go,184,7,f2f3b1bcc22e35b643bb04431bd4d3065a1b8fc0743c63f02723e763cc0b2fe0
src/apps/daemon/internal/adapters/api/job_helpers.go,322,7,449f4642b3ac0c093ee6cf5177259f63bad72f9d022d745052d22b81c07b2ed5
src/apps/daemon/internal/adapters/api/live_routes.go,3578,7,33abdfdc43750fb98e62ce69e84881c54904299417c20a21418c2ad28d2c9fce
src/apps/daemon/internal/adapters/api/live_routes_test.go,1031,7,056d688d6cb73f6fa68219226f908b66f97b7f744fe19ac27a15bfe962df7e93
src/apps/daemon/internal/adapters/api/mcp_engine.go,4707,7,a31bc461a176a8a282576208eafadac38b5749a6faa841342bb403820bdc8513
src/apps/daemon/internal/adapters/api/middleware.go,5881,7,7414f5362565db8a3ff7efb69593a86f447b1d49f109035efa2be6912579cf2d
src/apps/daemon/internal/adapters/api/middleware_redaction_test.go,404,7,9b127a204cba71d6aa5fcdef04d5154aefc6edca2cae73828466905bc430a1bf
src/apps/daemon/internal/adapters/api/middleware_test.go,4028,7,80d34ed3229c1b9177fa48bfa30947666931343ed417d01f7d867208f94abaea
src/apps/daemon/internal/adapters/api/platform_capability.go,708,7,1305d0374857b83ea6073dab809cd4b8a768b5b89199ba6c647c9f1127218207
src/apps/daemon/internal/adapters/api/route_catalog.go,1421,7,382c166b0ea3629e0ba421ae1ceceed645df1ce56bad03a83b1d38d79eded0fd
src/apps/daemon/internal/adapters/api/router.go,6539,7,5a30b7ca371141f3abe0c9713d8b3fe88f3755eeb97fcae05d51157f8c410f9e
src/apps/daemon/internal/adapters/api/routes_misc.go,2248,7,c259d0d964eb65c722563cc904b8f64f28d367497245585cb4f7d58a13cddb2a
src/apps/daemon/internal/adapters/api/routes_scans.go,2447,7,d6f08daac693e365de6f184eb780ac77e50254b68eb2be6228fdca754124beca
src/apps/daemon/internal/adapters/api/routes_system.go,5517,7,6f9efad41a1e10a9cde5f4380401f766f915a531d1f261863b26e4dc95d62813
src/apps/daemon/internal/adapters/api/security_gates.go,3507,7,d94ae96adcc633a6fbdf561b68a360af79cb40b14ab9fd989a3f4a6af67b7316
src/apps/daemon/internal/adapters/api/types.go,12533,7,ae92516a50429763c7a1fa0d7ba5c24ba3cf7f51c849947043419938d58f4ae2
src/apps/daemon/internal/adapters/api/ui_dispatcher.go,5338,7,64a51ac67d18805aa7a3de7b8a1e47f81bacb98608654a8a4156f6ade7dc33c7
src/apps/daemon/internal/adapters/api/websocket.go,8521,7,f6db99ea5228838fa17b5d549c913df10270233ab1c7a47027701adb250221d1
src/apps/daemon/internal/adapters/api/websocket_session.go,1396,7,3224904e55c2b0e09c17ba7449cb47e4864de158ebd98c0e833fc1935b0c15fe
src/apps/daemon/internal/adapters/api/websocket_session_test.go,2374,7,2a32fa9a038264ba16ccfc610ad2e1e37391c88124e2dc6199e60a008e393e07
src/apps/daemon/internal/adapters/api/workflow_inventory_test.go,1551,7,1f9f8985ae5a07ae9304ae447b8b90bf2544953ece0ddb0789d7ffe390cb7d28
src/apps/daemon/internal/adapters/mobilebind/.context,1553,7,d783911f455460d21e75a487b659c184b8dba3f086bbfa98e9926fe752e58ddf
src/apps/daemon/internal/adapters/mobilebind/mobilebind.go,11763,7,d52d509b2a2c086167def918e9d7a4407ee90c00a5f89eabde34f9e9fa1819a0
src/apps/daemon/internal/adapters/mobilebind/mobilebind_test.go,2879,7,7b82238690bdd2c3e76f9b1c87f29c9b6f27acdb81371b1e459d902e05ebf22c
src/apps/daemon/internal/analysis/.context,985,6,b3c8d9f7e4fa22de6569676c5c4647add9129aa589caf433919fa35335985662
src/apps/daemon/internal/analysis/diagnostics/.context,1535,7,da6af8008acf8c45232ab5f6c18ea155392528810b520cdfaea5c514b1e4cbc2
src/apps/daemon/internal/analysis/diagnostics/anti_bot.go,2060,7,99be34429896bbfc34f833443636e24508538935fb17ba491b7301ad893061ee
src/apps/daemon/internal/analysis/diagnostics/anti_bot_test.go,336,7,cce774c6b55ecf15cf6a5275baac8fb84650e3bc08263a0a8c43f7c2da8df8d9
src/apps/daemon/internal/analysis/diagnostics/asn_spoof_test.go,1866,7,91c7c4b39b3bd6089f77cb8e4e02b0060a2c91ca53a59d0b5d632cfa6ee31d3d
src/apps/daemon/internal/analysis/diagnostics/cdn_discovery.go,2991,7,ff428fb917e6bf544c799cfda840d18289ab057ce809e738dbded07eceebe725
src/apps/daemon/internal/analysis/diagnostics/cdn_discovery_test.go,1613,7,4b7c5453979bc63771f2f91c705656f9addcb5c605d72663603aebe9463dc5ad
src/apps/daemon/internal/analysis/diagnostics/cdn_scan.go,5406,7,85ea0f139a15adb2d6bbc28428ef2b444672c023dbb90e2cdbdb358b9a0eb0e9
src/apps/daemon/internal/analysis/diagnostics/cdn_scan_test.go,1034,7,fca20df9161c9b667df70648661b9cd0562bf9d53c620aecd46c2734f8032cba
src/apps/daemon/internal/analysis/diagnostics/censorship_diagnosis.go,3343,7,ef33bd0c7a49dbb3cb73b2a563f68e10face1974ae481d3f2407ae0be1f4de60
src/apps/daemon/internal/analysis/diagnostics/censorship_diagnosis_test.go,837,7,197cd15b7fadcddd8005c4dbaa30e79f6f00d0bdcc248933a643219461342cd5
src/apps/daemon/internal/analysis/diagnostics/clean_ip_probe.go,1421,7,b35e456e9fd13e26caa96be5cbb69b13166609ef0cf1c73653cc74ba98189b9a
src/apps/daemon/internal/analysis/diagnostics/clean_ip_probe_test.go,181,7,03bdf86ed1cc64718a0eb9b17202b115980cf753c7ce927b0d721dee72bddd8f
src/apps/daemon/internal/analysis/diagnostics/diagnostics.go,29524,7,85a87df5d554d053c3b146321435b4ddca24dffd1422498f2a62749e657808b0
src/apps/daemon/internal/analysis/diagnostics/diagnostics_test.go,3096,7,e1570cf524cceee9cdda276a986f420378e03dd466fdd575d93a385472dd0375
src/apps/daemon/internal/analysis/diagnostics/ip_security.go,2206,7,bdc38e38f14fc14b177c6ab8eda213dfed5d23cc25201cb99d849e1a76dba21f
src/apps/daemon/internal/analysis/diagnostics/ip_security_test.go,574,7,e5f0ae1765e737dca41ef90553834c941979aadbea179c194e9b4169e62bf516
src/apps/daemon/internal/analysis/diagnostics/iperf_probe.go,1960,7,1ad4f6f67ddad29c021d4ecb8aae66c1f85b3e276223c4f92547aac6e1a744b8
src/apps/daemon/internal/analysis/diagnostics/ipgeo.go,5941,7,dd7c948e23fdb3119c16b6a55421d327cf9589503cbb25f7b870f5f94423386b
src/apps/daemon/internal/analysis/diagnostics/jq_evaluator.go,686,7,14370b0004d9d9320f589f6e730f567fb86229e082c038d360152c8093a9a079
src/apps/daemon/internal/analysis/diagnostics/lossy_conn.go,2312,7,b1408f8eedeaa544355e78cc2f8231c837db4057d38af59e40bcc58b0a576fb0
src/apps/daemon/internal/analysis/diagnostics/mitm_relay.go,2049,7,e14997a33b3d0c356caec61040117e29cb270c1dde527ed7a2f073879c9aaaee
src/apps/daemon/internal/analysis/diagnostics/quality_gate.go,1776,7,cb8a27ce60411e01cb847a681d9d8e365ccb457611fa8b03120b804507e4cfd8
src/apps/daemon/internal/analysis/diagnostics/scan.go,477,7,7f322d3166fdd4c3230fc0f2fcd11484996ce72e0ac0a32aaebcf3172c0df62e
src/apps/daemon/internal/analysis/diagnostics/sni_matrix.go,4479,7,c559e7df573f771104b8465c6e4d3638ce7fe24291c1a794a15aa9e5e7fd71ac
src/apps/daemon/internal/analysis/diagnostics/sni_matrix_test.go,1122,7,70f7a0917d6ed02edfa9a7502bdd30237f4327c014a63aad09b0cb9ceb1402eb
src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan.go,5678,7,dcae36e54219a31f3acef0e8c1553ac78684d66c26b6442889756817f5fb7423
src/apps/daemon/internal/analysis/diagnostics/sni_spoof_scan_test.go,1643,7,8778f8766a6f0f4175e520012e3968f0cb18a48e84f1b1e94e4f0c67e391092c
src/apps/daemon/internal/analysis/diagnostics/stealth_browser.go,1423,7,1decd37e2c4faff49a196ecc1289d0ec7633ee87c72574d7cb50b6b7c6834455
src/apps/daemon/internal/analysis/diagnostics/stealth_browser_test.go,1102,7,0b8db35813827474648b93da245cd0c7892c6adeb1392edb1c408b7ec8000f52
src/apps/daemon/internal/analysis/diagnostics/url_helpers.go,351,7,feeb1316ba373004a59afe6b3bee67da9ca224e2b0fdc1a0f23112c090849fc1
src/apps/daemon/internal/analysis/provider/.context,1109,7,2b3115f3fbdef4f035b91e5ee0144bf4b18a29971be2ba4d4acd5f95300fc299
src/apps/daemon/internal/analysis/provider/builtin.go,1689,7,07affa824acbb468349b9fd4b748a17c6aaf299fcec5cd290a70f7376112d051
src/apps/daemon/internal/analysis/provider/corpus.go,6421,7,6902cdecad68a540cf26b72131316db8ced5efc5c70ba096e670709b24416366
src/apps/daemon/internal/analysis/provider/corpus_test.go,3060,7,75a2663cf0717ce934722d65cab5636be653fe34c481bc4843682b1117c10709
src/apps/daemon/internal/analysis/provider/manifest.go,1484,7,ebf9344cf1ba4f45d52fa67e059c1b6afe6dbcb7b9b9026e7236f038b7383eb6
src/apps/daemon/internal/analysis/scanner/.context,1625,7,988bd4960151b8de4062286eb662b518a3bec244d907ff64cb3cf1e8197f8dab
src/apps/daemon/internal/analysis/scanner/adaptive_throttle.go,12130,7,1866b927953a983ca54982158d23ea24bd94cd2bbc132a2118350e36b48e1a1b
src/apps/daemon/internal/analysis/scanner/blackrock.go,15051,7,bdfdbc6a9b955806213ca599ca1993a1057a7a0a139b5f1e09aaaad589f45bc2
src/apps/daemon/internal/analysis/scanner/cdn_scanner.go,2268,7,f274bdf2afabeeef433465d398233bc0cef265964596a7925c2bad372a354c90
src/apps/daemon/internal/analysis/scanner/cf_speed_test.go,3068,7,1b3af4fe5a1940252eea81eb0490f427c7f85b6a275dd96593741c3f95a01de5
src/apps/daemon/internal/analysis/scanner/cidr_divider.go,1263,7,11f02de6ad2710ca21336eb799c508a146d47d4be9c39edeb331c6f0a7ebf0c4
src/apps/daemon/internal/analysis/scanner/cidr_divider_test.go,452,7,2fe731e3f1c0c2d1c7db06c0842c23c7d66fb591b295957b090fe7590a499e6a
src/apps/daemon/internal/analysis/scanner/cidr_expander.go,3013,7,cc2027d5289e178fa0fdfdf955f85fd9b273458356e2e1159a3690059636fd8b
src/apps/daemon/internal/analysis/scanner/classification_utils.go,9541,7,c173a6f7a571cf9dc8c0d5ea82a0deb0d286854e72c1b898ca4ee0b37e54bd05
src/apps/daemon/internal/analysis/scanner/cleanip_finder.go,13812,7,40a8e80de78976971a4f474ecba2e01fd9f8baf1bc8f18adfbd2bf51691f030a
src/apps/daemon/internal/analysis/scanner/cleanip_scanner.go,7817,7,ccb5e5dc2252b4743c4ddcea8fda1a020e388d22ac6d5af191c5f5e78864d41f
src/apps/daemon/internal/analysis/scanner/cloudflare_deployer.go,1412,7,abaf1e5b65ec9bb62b7270f3ab588a171338008d8d5060e444347aa5829ac225
src/apps/daemon/internal/analysis/scanner/cloudflare_deployer_test.go,1223,7,b18f34f381aff8c5df80fc52e29618645d35eb1541c3fd2dc5935c2437e5afa6
src/apps/daemon/internal/analysis/scanner/dijkstra_routing.go,2672,7,16f83fc0d264080ada64a33767f125815ba1b8d0f31b17fda0307b365ad03443
src/apps/daemon/internal/analysis/scanner/dns_scanner.go,23392,7,6df892a4e0d64b233642faa8f7cf301f211780fea13d69f89863180860921b99
src/apps/daemon/internal/analysis/scanner/handshake_scanner.go,2111,7,bc1eca2b74c28f7924e87831028288847a8e38a16c5f8f3e0bfa390391b1bf7c
src/apps/daemon/internal/analysis/scanner/handshake_scanner_test.go,2406,7,208c400a8df3a6facd538cc2f32ea901078c7cc1560882057c690b4c5af04e4c
src/apps/daemon/internal/analysis/scanner/ip_discovery.go,2697,7,1696598d2b12b95bb01d36610f23e9831d7f95281ccfaca38bdd577271641013
src/apps/daemon/internal/analysis/scanner/lan_scanner.go,2878,7,2948cda437501a06859049f9d0917ce28e248ec590e618db523527168d6228e6
src/apps/daemon/internal/analysis/scanner/load_balancer.go,2409,7,2bdd893e3e92c3ee8f04a3a3059a5f7f398d1e9438a3f841892332b66075ebda
src/apps/daemon/internal/analysis/scanner/netleafy_prober.go,2255,7,b141bbf80c826ccc8e3d1a00daec57bc451aa8af24c450f0a7701af9e1def511
src/apps/daemon/internal/analysis/scanner/netleafy_scanner.go,7748,7,0a806f574ef676cb480d6b0998632660e491be8e2c0321bea1bd5e749f5baeea
src/apps/daemon/internal/analysis/scanner/netprobe_core.go,8255,7,7d5a87f9e1aae13512d65c6473a532a2e04141e24c31ee7441390efdb1e3c10d
src/apps/daemon/internal/analysis/scanner/network_checker_cdn.go,8756,7,76ddb54ee17d92db349091c9452380e77b4ae8c60a705b94d3f79fd808f7ad51
src/apps/daemon/internal/analysis/scanner/network_health.go,15394,7,f686c492e59718fd69ff8badaf5f85a7849bcea0ff248c1ce2f56d7d8605d8e1
src/apps/daemon/internal/analysis/scanner/phase_result.go,28238,7,6c94e31713eab9b47275804614f7131b3f559d535534257ed0d716630769d8e3
src/apps/daemon/internal/analysis/scanner/preflight_probe.go,8263,7,d4d4fe818ed3c80fa9aa43e88502e4d320226439d9b04e74d8e7337ed3aae9b1
src/apps/daemon/internal/analysis/scanner/private_ranges_test.go,459,7,d78337adbd86068267202fbc5d5099f57bfdb022d207e7c66a3c1610fb7bc260
src/apps/daemon/internal/analysis/scanner/probe_executor.go,4094,7,a0ddc374cd6d2c5b5fd78cb93f59ea219ba24b7ca6a77e14c257b2b5f1aa1b61
src/apps/daemon/internal/analysis/scanner/probe_executor_test.go,1206,7,10c5fcfd5117d60a88e97612a66dc04d7239750ce00a735f7bcf3f777ecf8971
src/apps/daemon/internal/analysis/scanner/probe_pipeline_utils.go,17128,7,15c0f672e543dc1bb182588f2cc221e9db73984fbeb013509dc61369992af4a3
src/apps/daemon/internal/analysis/scanner/provider_route_runtime.go,24509,7,4dda7236badb502907e6766a21c18af2276c8c2fb25ec3ec7f9877aca583e4fd
src/apps/daemon/internal/analysis/scanner/psiphon_notice_test.go,484,7,68ca788465ebd85973ceb6ba7c39ba68cf2f5d9fbe650c1f21df34ef75fac94b
src/apps/daemon/internal/analysis/scanner/reality_scanner.go,1571,7,08667e67a6b4ad714c2fc06d1e667517de1880b4d083fbe4154ddeca6498d0d9
src/apps/daemon/internal/analysis/scanner/reality_scanner_test.go,454,7,c4b0aad18e4a4403b78523a93b06c4549deb244a09dcc278a7ea99080185145e
src/apps/daemon/internal/analysis/scanner/routing_plugin.go,17580,7,11b2945fded1963dc845cb5f633e48b274187812b6774bde57cd2fab8bba1b14
src/apps/daemon/internal/analysis/scanner/scan_config.go,14639,7,98c5ea8c1a3d6685a5f5f5ead8cd79fcb87a0eb6f96babd2d84945d393afbbb2
src/apps/daemon/internal/analysis/scanner/scan_iterator_plan.go,17246,7,6ab79158160824f8bb19b4e7d162c28a1955b118e8415fee0e52bd0a281f6047
src/apps/daemon/internal/analysis/scanner/scan_orchestration.go,15439,7,6cda277e926a17f2d5f6a243d735ebd18979c6684bcc0d23ecf90158c3d37363
src/apps/daemon/internal/analysis/scanner/scan_runtime_utils.go,8208,7,e3102d02edc6dfc4faec00597fd2e70069628ed72f34f72669bf1054a46d987b
src/apps/daemon/internal/analysis/scanner/scanner_sidecar.go,21745,7,4c2df3c845cc7a076390a64543476207c912936960efff9b60c04dcf98e73076
src/apps/daemon/internal/analysis/scanner/scanner_target_plan.go,29146,7,6b8ee256cac420481801a1eedfe9c10791706a8fde087a191ea0f9cddd75eac1
src/apps/daemon/internal/analysis/scanner/securitytools_scanner.go,4844,7,2092629e0b5a2c42583729758d4616c82237ba5fc4830b05cfa22e9814a5ea29
src/apps/daemon/internal/analysis/scanner/sidecar_extras.go,6552,7,7cc9a6f707bd4655eb1b1e54fe536991925efbecae9a93f2f319fbf3268972c7
src/apps/daemon/internal/analysis/scanner/sidecar_models.go,9310,7,b19517cfd9df4a4b0be6dbe2549aeaa13704579f74942b96187a3cbec93b0f85
src/apps/daemon/internal/analysis/scanner/speedrank.go,12271,7,27ccb99f177902e996d22e19f64f048811fc24fc061e5ef1f5f2996a1fa2df2d
src/apps/daemon/internal/analysis/scanner/syn_scanner.go,1903,7,1f1e1c880e164bbfb27ed57ad1cde8ebb27c41fd49412fd2c9b86ec975c87357
src/apps/daemon/internal/analysis/scanner/syn_scanner_test.go,530,7,78f04abdac83d80baba1f4448a8659821715aa1657146a3605fd0e270a361861
src/apps/daemon/internal/analysis/scanner/txt_mode.go,7836,7,273a8813a519bc448991dd067f528af469a9a21c34208a981267063e8ae90314
src/apps/daemon/internal/analysis/scanner/uptime.go,5706,7,2e1a436a5b82f60a46d4fcd3733056e86bcebca4518c2bea6e7f40ada245efa0
src/apps/daemon/internal/analysis/scanner/uptime_test.go,1834,7,ff1d1087ba31258cc0517ed5dda2e635373f4a532e32ada0448c8437d3d9abfd
src/apps/daemon/internal/analysis/scanner/web_asset_scanner.go,5929,7,c32fea96357ef93faee07859b859fd098fdf0abf7d5f6319da5eaf8769eedb3a
src/apps/daemon/internal/analysis/scanner/whitedns_manager.go,7134,7,c6fa9a3e06d512f69b9dff3ac29884a285c82880bc2ecc78e8cf7532e5a7b9fb
src/apps/daemon/internal/foundation/.context,1102,6,0374327e752d1722ea962aef77165155fd7fa097aecfa7b3a6a00d686f7fdb19
src/apps/daemon/internal/foundation/capabilities/.context,1264,7,261e89f5381469e06f168f62f4d5ac637a0990d54365df81078a4e02ecab0837
src/apps/daemon/internal/foundation/capabilities/capabilities_test.go,2531,7,e345e60acb4b9da08d597263644760731faf51d6cc4e5c71ab80ffd45d91340c
src/apps/daemon/internal/foundation/capabilities/registry.go,5125,7,f2e8a7116944afde8b31717d43c5df235488f686a38993548600687981884bab
src/apps/daemon/internal/foundation/capabilities/route_gate.go,1026,7,73eb8b6348519cec0ee11b8727de2dad4d80ac5a73af17844fb635890f2fc0e1
src/apps/daemon/internal/foundation/capabilities/route_gate_test.go,596,7,2ca8876ed79124b88e0f130d00ce8c8c7d9626ec608f15039b78772b414ad27d
src/apps/daemon/internal/foundation/capabilities/workflows.go,2029,7,eac856cd8a62f65dc9c1ea89809373466d1d09b69976deb076f7941047279212
src/apps/daemon/internal/foundation/config/.context,1340,7,339d2b14b642fd18ed4fa949d1fbf4d933f6caafc7cee717535f7554c6d8c43a
src/apps/daemon/internal/foundation/config/atomic_file.go,971,7,a561d0ce6aa7c157d58c9bd4449faedad03b9366264cf58a8b937f9159091e4d
src/apps/daemon/internal/foundation/config/atomic_file_test.go,788,7,e195292434a3aab15e056d282f6d28d2757bc5d20e9ea2ec47c8af9f268e8389
src/apps/daemon/internal/foundation/config/config.go,14636,7,d833d6c03d24980de28a4274a59bfb41544ad203b9ac21593ed624e347f81986
src/apps/daemon/internal/foundation/config/config_secret_refs_test.go,2010,7,b45f219f3fd32d3d7b692a2edcf1d4b71ffe17452f60249dfb635ba2e951dd1d
src/apps/daemon/internal/foundation/config/defaults.go,2225,7,78c6c4fd7ee285e31267fbf251503f1460249cfc0a706520951e5993c6954249
src/apps/daemon/internal/foundation/config/tpm_lifecycle.go,5700,7,fdf85c8a418ebf58fd1ef312360fece31a9bf0abbe68da8092ff68bec24d661c
src/apps/daemon/internal/foundation/config/tpm_lifecycle_test.go,2050,7,f7466521aae6ba5b700466fabcd288fed28460bd133c1fb95c35240e78058271
src/apps/daemon/internal/foundation/crypto/.context,1485,7,9c7c92698b79451809b13cb25df1861fc071c267f4f3b2953ac840f2094d2610
src/apps/daemon/internal/foundation/crypto/cfg_compiler.go,7858,7,3ba74e606ca4f9ce166fc63b4e3795a5a975f2ceadcfae4f3e8b053821922cb3
src/apps/daemon/internal/foundation/crypto/cfg_compiler_test.go,3002,7,dc54a51ee77762218dc58466aac54df3fb17d2bd3df29b1b9a1bed4df68e3bce
src/apps/daemon/internal/foundation/crypto/dpapi_stub.go,1739,7,e2511441243b93f9c5d30afaad4d3687bdbc7a03173bc44f33a4acec873a64c3
src/apps/daemon/internal/foundation/crypto/dpapi_test.go,573,7,73f3696b0d2606eecb8007a13f73a41d9810a660ea58f43ee304169719eae566
src/apps/daemon/internal/foundation/crypto/dpapi_windows.go,1602,7,c014537a30f1b6619d4d764141737ddc365847ae99f09058aee365c744ed34df
src/apps/daemon/internal/foundation/crypto/tpm.go,5116,7,c608555563703e58c964b0427374af2274e4a4a63b95219d8e79dfe7916ec04a
src/apps/daemon/internal/foundation/crypto/tpm_envelope.go,10216,7,07232096353d5f93987291ce4cdd1f14c7876ee4153ab758c9c73e1c0e76d5df
src/apps/daemon/internal/foundation/crypto/tpm_envelope_lock_unix.go,786,7,55a6698be05b62a8eb44c0e4f7b9bee501b4461a6864d379adaf190177268513
src/apps/daemon/internal/foundation/crypto/tpm_envelope_lock_windows.go,1021,7,fd9d769a3216098c2e3c740aa21a459fef042b4bcfdd63dfc8af9c589ae53608
src/apps/daemon/internal/foundation/crypto/tpm_envelope_store.go,10821,7,b2007c2eeffcfcb05a14cd1fbcac2edd4536cf2ea566a7eb6f7021d10c3932f3
src/apps/daemon/internal/foundation/crypto/tpm_envelope_store_test.go,9092,7,0f44b2fbf34b1868f64cae4ef41c44e839b7672a5c7b53ff051756ca3c78defc
src/apps/daemon/internal/foundation/crypto/tpm_envelope_test.go,11008,7,2b5cf351cc8d6330ff7197dcfd8bd7588021157c3510e12d1af2784fe126e202
src/apps/daemon/internal/foundation/crypto/tpm_key_fallback.go,2241,7,692ddbef73ba88617b5bd33f5da19cf37f59481d468980c372f452f07b912597
src/apps/daemon/internal/foundation/crypto/tpm_key_fallback_test.go,1682,7,912e7aded36e41a8eb974d0cc27d0f21ee26482b9d94947aa0eaae8fa1a9d059
src/apps/daemon/internal/foundation/crypto/tpm_legacy.go,1542,7,8957fa500e3c006fbce8037c8155316f57abaf7c7dbb14f7290677d0594cc62f
src/apps/daemon/internal/foundation/crypto/tpm_test.go,1298,7,46953c5f725cab0f50ad3a348172ba8d670bc4f4a2b4f7f42df235bca948f2e3
src/apps/daemon/internal/foundation/evidence/.context,999,7,929fb2a2ddd98d4a0e7671f26a5c149815e6e116458ecee2666cd0f1c8f47b8e
src/apps/daemon/internal/foundation/evidence/types.go,1872,7,76347ad12a9a24eac7e7f279c096d6d7a2430ac2b8b8bb2c2ab5f9df2adc0481
src/apps/daemon/internal/foundation/pingcache/.context,970,7,12f22d7c51544fa680fdc9c6a4f1dc471d264c260440fe82da75170543934081
src/apps/daemon/internal/foundation/pingcache/pingcache.go,7033,7,66290082fcb7aa57bdddf1f4c43d8dd989f7b6762481933a152f0835609fd0c3
src/apps/daemon/internal/foundation/pingcache/pingcache_test.go,1901,7,16cc223a00a41a080da5cbd82737425225882b19096348a010b805dc6f5eb421
src/apps/daemon/internal/foundation/redact/.context,1020,7,77a6b1a7c07f4e8ffa8a52e17298fe86fa3afd9554b7c85c21b188cc6648e359
src/apps/daemon/internal/foundation/redact/redact.go,4956,7,54cc82cf9809dc189f1eaa155a6ccf73dbf87eb59a6e167281c82be8e8db2075
src/apps/daemon/internal/foundation/redact/redact_test.go,2014,7,d1145d8f5893e8cdd999a08fd4b51ff2506339c234a91b39e4d3efdb5672af12
src/apps/daemon/internal/foundation/secrets/.context,1459,7,c99311b13e9f6374a20dc7f865d4a40aade7a0e881c1260f3aa20cd30675fd55
src/apps/daemon/internal/foundation/secrets/file_store.go,4896,7,98a19d559da495118c1e33da685b9b168df1b948a75d2947421888915be390cd
src/apps/daemon/internal/foundation/secrets/platform_store_darwin.go,382,7,6fc980d99a4b7dd0b0dd30c178c97d3f8c3767a16de63e7a5d490097a16fbe91
src/apps/daemon/internal/foundation/secrets/platform_store_darwin_cgo.go,8558,7,8640b8f394ec8029768d9602bee319f3772694bc0458959aa775999891df917b
src/apps/daemon/internal/foundation/secrets/platform_store_darwin_test.go,1049,7,a8a8e89f89bccc45e1af46a4fdafbd2eb6cc1bd9062a6c1a7063651797fc2a4e
src/apps/daemon/internal/foundation/secrets/platform_store_linux.go,6582,7,36422f911346aae477c8d0efddd9cdc8bae988c3032d7f985bf356564f2b6154
src/apps/daemon/internal/foundation/secrets/platform_store_linux_test.go,531,7,a124628a7789df4d8c0dbf41e446ac2140accec5d938550bd3daf95c09f09156
src/apps/daemon/internal/foundation/secrets/platform_store_other.go,236,7,06a75e896d106a9200e980d3fdcb1c9006fc1c0de4e54c3f1a80707b7d233a6c
src/apps/daemon/internal/foundation/secrets/platform_store_unavailable_test.go,379,7,e23c9ad97621659b8b074a50f0ca55fc4a6a73b88fe2f06476e9adadc0ba8353
src/apps/daemon/internal/foundation/secrets/platform_store_windows.go,3518,7,8bbe36caa2eb5a2c0a5c64979cb2e9e78b1ecfb3a5ff8410b4ba585882bd563f
src/apps/daemon/internal/foundation/secrets/platform_store_windows_test.go,841,7,a82cb5c5b7831fdf3e159935fb9eac1a8521f8ea894b899d22aa0063ccd4d8ec
src/apps/daemon/internal/foundation/secrets/runtime_path.go,767,7,5e5f0a1ae028b738d7f324e252dd880b6cc26f38b67f32fa6469cba6423c4708
