wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-20c,PR137-M0330,n/a,n/a,freenet-core-main,surface accountability,complete bounded donor surface group: apps/freenet-ping/types,bounded recursive surface group,evidence/accountability,context/accountability group,apps/freenet-ping/types/Cargo.toml,fa1fc5df64f6a467b8cfefe918d98ae04fd3f580d1a5ed0d47a5e91445c3e7e9,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains ui-or-product.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,AGPL-3.0; no direct source reuse; concepts/tests/evaluation methods only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0331,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,Cargo.toml,1b6819fc3fa98035108a4ff680b501b8e6980e6c42ac086209d39a4afa9ec1ac,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0332,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/encoding,bounded recursive surface group,evidence/accountability,context/accountability group,crates/encoding/Cargo.toml,1057f4a75669e6e962e55cec3a36fbbc7afe7fc4fe12937e3bd8606037a37167,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0333,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/Cargo.toml,ae82ed7ae5e091ae14ca44fba29615ca8c08d82e401bc33921d42fdd24ecf242,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0334,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/identity,bounded recursive surface group,evidence/accountability,context/accountability group,crates/identity/Cargo.toml,110c3a140a827792a34f761abc0108ce1538ce2e0943f09756d5d2d1e482d26e,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0335,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/pack-contract,bounded recursive surface group,evidence/accountability,context/accountability group,crates/pack-contract/Cargo.toml,8cda4a0b65b60ebec1487104ad5b0a858cfc4082e7974a6b36316875e1fe8f54,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0336,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/repo-contract,bounded recursive surface group,evidence/accountability,context/accountability group,crates/repo-contract/Cargo.toml,e24f397ac4b5e43f0ffa8519e221aabb0d1a80251c2544d15633c33ea12b9c21,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0337,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/types,bounded recursive surface group,evidence/accountability,context/accountability group,crates/types/Cargo.toml,096a7ec67c037ecea5ac77e2c170aa6f3303e957232bb83025f2d19fb50c2a1f,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0338,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,README.md,2e1ac730927f469d28366bd2e2174c3560c7b31acaae80c0d99f350182b64edd,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0339,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/README.md,27a859886c081cf50b25bdde6cd8b9ac0db75187dc2542dba529c083ffbf4052,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0340,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: docs,bounded recursive surface group,evidence/accountability,context/accountability group,docs/0001-large-repos.md,d2f0bfee56be790436fd98363b53ca9e7569deb546f497d3c526d9b9bf94b3fb,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0341,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,LICENSE,cdf5f28bf70c9d6d8246e63d7804320a24af14b1b79fc3a94049ec8fbc761329,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains governance.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0342,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,.gitignore,dab345eef733f6a23125a1668cf92ecd798f164cf396a70e447e5da915bc35c1,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0343,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/encoding/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/encoding/src/canonical.rs,09277093578e244884e70b088b855cbcc1872a9fc450f1094e765684d2017e5b,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0344,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/build.rs,d5bd8b72aa13259f714396e0870dd318b9705d83e0321713eddaffe65a07e549,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0345,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git/contracts,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/contracts/pack-contract.wasm,519e0cddada7aef53bc27c26c0aaf317f1ceb3f0c6c21d1f7ecf61e467a9c551,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0346,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/src/chunked.rs,4c601cdde04cae74456e8f7c0549b60743a07b568cc16a11bf38588ef73a5f39,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0347,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/identity/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/identity/src/lib.rs,a5605d905cae886361bef2e3c63481076065536e27aad4c7affd6dd9e61934e2,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0348,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/pack-contract/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/pack-contract/src/lib.rs,90923b9d64e2e94c809db06bfeb1d7bd368255b13158a0579b2f04965e4c3ad9,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0349,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/repo-contract/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/repo-contract/src/lib.rs,2fdd5c7550bba09b1f1c560e76f20ef0101a43e7d9e27b79a275a94fc16f1bbe,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0350,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/types/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/types/src/chunked.rs,79478204e2b1efa80b0babfd09c03fcac557d1e20f578655e1a70b96a4fb95c6,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0351,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: .github/workflows,bounded recursive surface group,evidence/accountability,context/accountability group,.github/workflows/ci.yml,03d656b9cad2a0cc7bd6a3263b4d3e48d2aa9a84b74d6af1b988d6a1958c5110,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains repository-administration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0352,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git/src,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/src/bin/git-remote-freenet.rs,cf1cd1bbc07f632ccf7a51751af41bbcf1ab42cd527bed88e1018255538ef91b,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains script.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0353,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/freenet-git/tests,bounded recursive surface group,evidence/accountability,context/accountability group,crates/freenet-git/tests/cli_smoke.rs,4eb0e3a2cea91acdee7d14478a97be589e88bfb08f2a50bca6748c6d03f5f424,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0354,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/identity/tests,bounded recursive surface group,evidence/accountability,context/accountability group,crates/identity/tests/fixtures/v1-encrypted.bundle,d99d4bf4bef4974c0bc07b9cc9d6e33f1ff8a96c3383dba20b7a86079dcbb0c6,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0355,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/repo-contract/tests,bounded recursive surface group,evidence/accountability,context/accountability group,crates/repo-contract/tests/contract_dispatch.rs,b8a9fe53b7714b8da11c4c999d312863102e49f611b917de04d8f69257cd7892,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0356,n/a,n/a,freenet-git-main,surface accountability,complete bounded donor surface group: crates/types/tests,bounded recursive surface group,evidence/accountability,context/accountability group,crates/types/tests/sign_validate_round_trip.rs,bf3fb648ae12f09936eec588f490ff7284ce023fd009c2fb4c246e8aa49bd14a,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,LGPL-3.0; no direct source reuse in this release; concepts/tests only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0357,n/a,n/a,freenet-telemetry-dashboard-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,peer_names.json,86299f83c3f79d01e1404624bdf1b273d5cad94fb1f86f6f5c5aa10fb6657366,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; UX/evaluation/reference only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0358,n/a,n/a,freenet-telemetry-dashboard-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,.gitignore,f9c3c9b54630e546029e829610e3bd9a8af6b5d41031a8290d6e351d6ed477e2,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; UX/evaluation/reference only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0359,n/a,n/a,freenet-telemetry-dashboard-main,surface accountability,complete bounded donor surface group: css,bounded recursive surface group,evidence/accountability,context/accountability group,css/base.css,6ae31272f81086a499c82f59d2406e54830c8ab92a91280d45492318b30c275f,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; UX/evaluation/reference only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0360,n/a,n/a,freenet-telemetry-dashboard-main,surface accountability,complete bounded donor surface group: js,bounded recursive surface group,evidence/accountability,context/accountability group,js/app.js,a5cc7494f5c95e32b9096d8ea717085cb66484ca658dd21a98d10c47c11ca5b4,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; UX/evaluation/reference only,low,n/a,high,reviewed
post-refactor-20c,PR137-M0361,n/a,n/a,frontend-wasm_2_,surface accountability,complete bounded donor surface group: js,bounded recursive surface group,evidence/accountability,context/accountability group,js/wasm_exec.js,0c949f4996f9a89698e4b5c586de32249c3b69b7baadb64d220073cc04acba14,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; opaque executable retained only as negative provenance evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0362,n/a,n/a,frontend-wasm_2_,surface accountability,complete bounded donor surface group: wasm,bounded recursive surface group,evidence/accountability,context/accountability group,wasm/tester.wasm,2f6582cc75b798daba618f9a82c9efefdae0a67f2b7ac97a87935f2df8697391,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,no explicit license found in archive; no direct source reuse; opaque executable retained only as negative provenance evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0363,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,fsociety.cfg,d3061af48e1c08ce27d2beb7eac6a22dc29ac66d65209394c5aba49ad6e44a18,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0364,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: docs/favicon,bounded recursive surface group,evidence/accountability,context/accountability group,docs/favicon/manifest.json,27eca3e8297eb7ff340deb3849b210185a459b3845456aa4d0036f6d966b3518,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0365,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: snap,bounded recursive surface group,evidence/accountability,context/accountability group,snap/snapcraft.yaml,13b67f62432bfb2ed4729b229d42ea71c67816444d790c548735e019927fed02,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0366,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,Dockerfile,ab769d2cc3f9d1c4f35a1442e87eff9cc7359fb24e8445b524774ac65697346f,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains deployment.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0367,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,CODE_OF_CONDUCT.md,de81794b4ad0d4be40a6f0bb9ccdb7da6b493242b783593d14009e9b74bc19d9,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0368,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,LICENSE,ddd88097a0e31958b93ac376d5c08d265bb6f35a3a541da70839a2635987ed86,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains governance.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0369,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,.gitignore,bb93770f133b5e0432f5f36c865a897e146c7c60339e95559b803a37701fcc2d,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
post-refactor-20c,PR137-M0370,n/a,n/a,fsociety-master,surface accountability,complete bounded donor surface group: docs,bounded recursive surface group,evidence/accountability,context/accountability group,docs/index.html,8569d6a3ad7f76e92abe8ab589177d312726c90d9cfbcfe3fd688b3d81f052f1,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible; offensive mechanisms are rejected and used only as defensive negative evidence,low,n/a,high,reviewed
