donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale
utls,testdata/Client-TLSv13-X25519-ECDHE,2c487e8b1c868e0052d89f68a6c8232ec038b6e9a4388914160e7c314ac5f1ef,6943,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/ClientHello-JSON-Chrome102.json,bd596477ca82426cdcf2fe060e2ac6d0ef0c0eb4fdadb08049206cbf180bfad0,2058,file,JSON,configuration,authoritative-source,PR225-R082;PR225-M087;PR225-F0391,focused-file-configuration,independent file-level semantic disposition
utls,testdata/ClientHello-JSON-Edge106.json,c37082fef875176787fda3fccd4f1663dc1c7ab296539e771bd388215dc5e34c,1980,file,JSON,configuration,authoritative-source,PR225-R082;PR225-M087;PR225-F0392,focused-file-configuration,independent file-level semantic disposition
utls,testdata/ClientHello-JSON-Firefox105.json,bc3e6acc20c5e5fbbb61c97758c6eb57f695d011b03ca6373987bee81d895d4c,2137,file,JSON,configuration,authoritative-source,PR225-R082;PR225-M087;PR225-F0393,focused-file-configuration,independent file-level semantic disposition
utls,testdata/ClientHello-JSON-iOS14.json,a51a2b6acc47d104fe5270ae572b8d6e63212c281282655c3f29662427c01fb3,2358,file,JSON,configuration,authoritative-source,PR225-R082;PR225-M087;PR225-F0394,focused-file-configuration,independent file-level semantic disposition
utls,testdata/Server-TLSv10-ECDHE-ECDSA-AES,54ce34bd96490e30184668e4a432429bd4bbd17e5a2c543d730f867726d16c2f,6006,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv10-ExportKeyingMaterial,280386279b342f2d0432b858544a3abd4ed5e9c13af4c3a30c279a9abf34f40b,7035,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv10-RSA-3DES,6ab39a3e2928c903f6d1de4b0aadf82266d95b756ba11dd817b1f4d0a5d2788f,5546,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv10-RSA-AES,d345eb4fc589f7acd0c22bfb9c301b2cc8b2fd55c5da248de17bd2e8240a0fda,5775,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv10-RSA-RC4,068f0ee5201c025f9275f72f3b6c77deb5d1248cddfbfd867c767f7272bddbb1,5311,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv11-FallbackSCSV,cf764200f78e0cb35ebdc3651ebf10d54797031c151daf7c9e91945dbb30b535,758,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv11-RSA-RC4,0f409b307fc9f880db2390db5d6259f691531486f22a7ae0f76992024a3227cb,5311,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ALPN,f815131e1eda505bd2e701c9127b702eefea480b1c364f02895432a0862f3900,6957,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ALPN-Fallback,8cce1f13d11d6825c24b92f636d18415452d7e5cbd78fa8f90f44470a0750823,6890,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ALPN-NoMatch,09272db8edd2ffc8839d691192d5fc9318b64df781489ac97c9810617fb36180,985,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ALPN-NotConfigured,03c02e487d8fabb84b12873fd72f37f38b9a96d6a3e47a8f80306ade1b9c653a,6881,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ClientAuthRequestedAndECDSAGiven,5e69447ea0f45029086f468aabf67191ae066bdb4ea525396431c820bea93488,9723,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ClientAuthRequestedAndEd25519Given,22789f84be14804b2f761fc33141745945606b1258b606f269eb7c593d86adf6,8371,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ClientAuthRequestedAndGiven,f3f2cec63a1d7f9cad522f47b6ac01dd4d1853c57932888f4fa6459b58befe2d,9636,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ClientAuthRequestedAndPKCS1v15Given,e423dc39f6f421ee669260789588d5decf680adea30527933b7f3a24d781e686,9636,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ClientAuthRequestedNotGiven,a6df130dc53af63432c1128ed9f95bee7bce68afacd4b0d2ef677c71f2c296f6,6473,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ECDHE-ECDSA-AES,d69a300ba51dd7153bb6d25732f0a2f60b3ff14d380c51cd3c553ad4cc05a636,6403,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-Ed25519,95191671e7cc457cdd0b627e2307fc4858866723eb4685cc657e3e3a01b8ee81,4352,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ExportKeyingMaterial,7f7f7162cd98d14b3cb0fd49649abd2cb1ad11cb1517846eafb616841ac3068b,7368,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-IssueTicket,521e4d46bb968e17f09340f959f79102015315e23adb2f0a67eb77301af87bb0,6880,file,other,repository-administration,supporting-evidence,PR225-R082;PR225-M093,focused-module-repository-administration,focused module-level disposition
utls,testdata/Server-TLSv12-IssueTicketPreDisable,fa3f994ce55c52a0a9559b378992f83842932929e9beb7e0a603c2cad87e4b83,6880,file,other,repository-administration,supporting-evidence,PR225-R082;PR225-M093,focused-module-repository-administration,focused module-level disposition
utls,testdata/Server-TLSv12-P256,7f495ae5829cbde2f8ed55245ad183abaec584285bdf5b214cbd86cca20735c5,6397,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-3DES,5130ebc797a1cd4be271571091c6dca47cb3751c3cc4176c606ed983d5e48381,5916,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-AES,80c5975a9020e35af49e4a8f94a6f94c3b6c995f58dbee4d03edcb3a500633c5,6232,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-AES-GCM,e4f12251d1e083f5ab2a2c08c95365242939d53031bb01154c999d7fdd763b89,6182,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-AES256-GCM-SHA384,170782716adbf48f7a4d653a76ad01a333b068623426bd7c550c68951ad91de3,6182,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-RC4,16bba6edde23a13edfb3544a6f3e05ec4bba57dddc84394cc970c0b8ce05197b,5615,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-RSAPKCS1v15,0207641f4df07b8817266ff10e62253b42b64ef9841ff361c896a92a7261937d,5854,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-RSA-RSAPSS,f27b0148670f15f85ee1c8f6a3fe7cef866d101bfff4c0218724b3cb5ff2437d,5856,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-Resume,9b2fac54a128593feef4e2ed50d423d5d5b8b780789167ff71fdd6bc690a2c66,4043,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-ResumeDisabled,3427f82d71a8ee83778d87aacc185efa05edf2dee932ff5f16b837b9511f0fd0,6952,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-SNI,5fc4bf4b12d44c829e7b2e1a50db8793bfe91af773a95158fc4edd41a2c11834,6315,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-SNI-GetCertificate,1c504819a9ff8478140c0eea57d074e8d37b614bb0279b0430aa3b069a881be7,6315,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-SNI-GetCertificateNotFound,12fbf919e0a702aba2cb5e5b934c3cde16cfc13c6738428167f18685e08ff77d,6315,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv12-X25519,f150df7ee1ed04e5361715d91e4c958dc6a06a1ce327e81f665c2f1be423d2c7,6079,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-AES128-SHA256,9eebeceea040ecf6bd0871924ac3741a81dfb7f0f71ae28bfd0cc0a5786b8b8a,7456,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-AES256-SHA384,75f8159aed2c19c3675f2ed73ca8daea25438fe60b879321b375aaff4dc2d421,7693,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ALPN,140ec35d213fd3df1d05832e95f54b44b1c5ed68e7ba6fd8be608aac9d38e263,7682,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ALPN-Fallback,690b4c15175fb21d2a588c418650c00d558a5f88ee2c3f2ad5b6943bbd0a3076,7615,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ALPN-NoMatch,1092e2891ab4e40057a3c8a3fc97222129d61ed9870f5e7378a4394cda61cb16,1306,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ALPN-NotConfigured,a493525f804537a83fc74db7cd38c30185b370b88703dcc2b7fda35f6adb9a07,7606,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-CHACHA20-SHA256,d74f480ad5202bfb9cade7a807778ec2edccade33722153452f1a701e86af13d,7456,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ClientAuthRequestedAndECDSAGiven,eb20867cbd90220dc2cc34c68d9feb65954dae3fd27f702f5d43e89f46c6f882,14008,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ClientAuthRequestedAndEd25519Given,b02807396eb690677a59c77aecae86ce1e9c81f474687c97cb8cbe63ae53cf55,11545,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ClientAuthRequestedAndGiven,8fc00b8e77395dc6a87f00fb043cec4772c9c5e39c8c2860589c6e32adfe9088,13759,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ClientAuthRequestedNotGiven,6abe9dd46c4d86fae980bf146e4d96d5c840797c35b09d701ea06ebbd8ffa91f,7931,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ECDHE-ECDSA-AES,1c67f41039feec77fb4e5c7e7056bd2249cbabc77e795f9422554db1ab28f7ff,7140,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-Ed25519,5bb79951385944b5c66f2f7d76ac39563a8f7c84baf9a135fc64fd4fd13f90d3,5721,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ExportKeyingMaterial,d186342b7c64f641fc5298384b7698ca927f8cf384a904ee3fa66da992e017d9,7523,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-HelloRetryRequest,5c2df9c30a2737265befcb964ad8871c0953580489b31084d25a9096f2a1bf74,9382,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-IssueTicket,2bf800a84b2bd94f5d64dfe69e5162e4bb9eb3e2082662973bbc09d5c6fb0b7f,7523,file,other,repository-administration,supporting-evidence,PR225-R082;PR225-M093,focused-module-repository-administration,focused module-level disposition
utls,testdata/Server-TLSv13-IssueTicketPreDisable,3cc870efdfe81ce531758deb5ee0c2a3c84f882379d510777dbce42a526a3fcd,7523,file,other,repository-administration,supporting-evidence,PR225-R082;PR225-M093,focused-module-repository-administration,focused module-level disposition
utls,testdata/Server-TLSv13-KeySharePreference,6a90685229398ce9994c4c23bb61e710f571b6eeefe3b9830f15d8adfc488bb6,7768,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-P256,00c63ed31c09a22517f55c1759ace10fbe66f3863083d9e5811c693c7a3b02ff,7766,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-RSA-RSAPSS,c4fd33a372913af4c26ed90d2d9850286df6b3aefc5e9743ec6061c0ce06c24a,7369,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-RSA-RSAPSS-TooSmall,52d1f37fd31922d942bab33ba6dc98feaf46e73121fc323665e8ea88148baeb3,1067,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-Resume,76576326960c41393536c94d3593e17d13f1c511b81c08f224d63c8b9fdb92fe,4440,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-Resume-HelloRetryRequest,d01cfc4cc6604587e8ad710a2fd03239adb1b0cff0a9c83bbc84bf2e51a8d742,7089,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-ResumeDisabled,d6112a6370d25570dfc309fa4bed20f6fbb85df29a4262c8a1eadcf0841869a6,7602,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/Server-TLSv13-X25519,492f73e2f44d63be4676574a4ccd9af5b4275e605bb5d46a929fafcea7ee27af,7448,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/example-cert.pem,c0e6d056e7bb46ef45fae41d3bd85305a6dcd281fd59afb007af6c89b3de7f38,587,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testdata/example-key.pem,4280dcaf02ddf203cc1e3179b872f2e2f130662437b2f525bb24dfab4e7fade3,227,file,other,repository-administration,supporting-evidence,PR225-R082,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
utls,testenv/testenv.go,4f5fb67e39656adb8aa45241fdee6786ac6536d09cd7162eec785aa0737e356e,11099,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0395,focused-file-implementation,independent file-level semantic disposition
utls,testenv/testenv_cgo.go,6841990073da76c7a98f689a4b8638ef2b5c433c731103a07ad506b6ffe1724a,239,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0396,focused-file-implementation,independent file-level semantic disposition
utls,testenv/testenv_notunix.go,e437b1faed93a8dfc9fe3f785595ba7525b4dd25808778e3d86642460074bf7d,418,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0397,focused-file-implementation,independent file-level semantic disposition
utls,testenv/testenv_notwin.go,30a45efb11ce2870e33dd6115b3a55713faec93050b1fcc7f1050e358154fbd0,376,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0398,focused-file-implementation,independent file-level semantic disposition
utls,testenv/testenv_unix.go,30d121b2136fd2ab6673806e8b712a8845e84ff19fa086378c66c80975c81543,485,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0399,focused-file-implementation,independent file-level semantic disposition
utls,testenv/testenv_windows.go,b86d7598cedc29d418f4cffe9639fee65246778b3cb6fd767415f6e498f86ec1,1047,file,Go,implementation,authoritative-source,PR225-R082;PR225-M099;PR225-F0400,focused-file-implementation,independent file-level semantic disposition
utls,ticket.go,5f779ecdc015fbe850ff07506642c9da60095563feeb6bb9319d95d81885efac,13401,file,Go,implementation,authoritative-source,PR225-R082;PR225-M093;PR225-F0401,focused-file-implementation,independent file-level semantic disposition
utls,ticket_test.go,e84d93fb5b9ee8c0481cead1cdeac4afd64f9b3ebdd3892e52a427283042ffd2,287,file,Go,test,authoritative-source,PR225-R082;PR225-M093;PR225-F0402,focused-file-test,independent file-level semantic disposition
utls,tls.go,02b87cd1380096321eec670c07031039f99509e205b061bb6c1320157c30c918,12570,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0403,focused-file-implementation,independent file-level semantic disposition
utls,tls_test.go,d00cc6760494fa17657c55390fad45e0be97502d1b7996674183680d2d65cb21,65932,file,Go,test,authoritative-source,PR225-R082;PR225-M098;PR225-F0404,focused-file-test,independent file-level semantic disposition
utls,u_alias.go,352a339f03e8c021db50a7690302beaeda408596f9381dc43d0cf7927de096fb,1505,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0405,focused-file-implementation,independent file-level semantic disposition
utls,u_clienthello_json.go,03aa006e56a5b3d7dafbbd3f13a4d2b3a91017ef7d9eab42eb25271b68e68d94,5355,file,Go,implementation,authoritative-source,PR225-R082;PR225-M087;PR225-F0406,focused-file-implementation,independent file-level semantic disposition
utls,u_clienthello_json_test.go,3efd74e5a3344731baaeeef56a3d87a0bfabd1b9be5e62278039f18d2438493b,4950,file,Go,test,authoritative-source,PR225-R082;PR225-M087;PR225-F0407,focused-file-test,independent file-level semantic disposition
utls,u_common.go,e42122a474d87d7b6ad959532c0e0f32e39a9514f714fa25a4a3f62d8113e545,29410,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0408,focused-file-implementation,independent file-level semantic disposition
utls,u_common_test.go,46d0a1f468be0ae28dfdd98c6d37437fc930f4914d0abafb136e0d80006068ae,687,file,Go,test,authoritative-source,PR225-R082;PR225-M098;PR225-F0409,focused-file-test,independent file-level semantic disposition
utls,u_conn.go,0f2ec1cd1b540d27f0cc81348a5bf9679a95ca36d02287fd157f36bae044e3ce,30889,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0410,focused-file-implementation,independent file-level semantic disposition
utls,u_conn_test.go,ac7c3fc6bfc2f610dc8aff44c7ecc7771c8dfd8a228877fcefdc142f5c45cfcf,27431,file,Go,test,authoritative-source,PR225-R082;PR225-M098;PR225-F0411,focused-file-test,independent file-level semantic disposition
utls,u_ech.go,3d77903ea0bb91203185bbc4e79b2e8d7b47b4faf760097eb0b79125814f819f,10612,file,Go,implementation,authoritative-source,PR225-R082;PR225-M083;PR225-F0412,focused-file-implementation,independent file-level semantic disposition
utls,u_ech_test.go,254f7e3784ba46114254aa24a3f0389f38ca57ac5c2d5e8081b9098351106e15,3588,file,Go,test,authoritative-source,PR225-R082;PR225-M083;PR225-F0413,focused-file-test,independent file-level semantic disposition
utls,u_fingerprinter.go,6c58a9821809111d1dae37a9f9912c4c36036b97e5f43806335f106ed0504dee,3016,file,Go,implementation,authoritative-source,PR225-R082;PR225-M085;PR225-F0414,focused-file-implementation,independent file-level semantic disposition
utls,u_fingerprinter_test.go,6ca7c91f5b3d05865fd0a655eb0101425761730db55058cf7788030ae678cd89,30569,file,Go,test,authoritative-source,PR225-R082;PR225-M085;PR225-F0415,focused-file-test,independent file-level semantic disposition
utls,u_handshake_client.go,d3cd2f1f75a260bcebcf447da4e1aa61a0ceb0755c57c0b78e21b5188eff20b8,20618,file,Go,implementation,authoritative-source,PR225-R082;PR225-M086;PR225-F0416,focused-file-implementation,independent file-level semantic disposition
utls,u_handshake_messages.go,fc2fdbd35366813c037a7f2ba9193b196bed79d3fd02f01579e25f269c1da68b,3859,file,Go,implementation,authoritative-source,PR225-R082;PR225-M086;PR225-F0417,focused-file-implementation,independent file-level semantic disposition
utls,u_hpke.go,d450c3e908a7c5549f64ba9222175465df90f5fd0fb123cb85a941cf61b7d6ee,941,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0418,focused-file-implementation,independent file-level semantic disposition
utls,u_key_schedule.go,465a4e214654f36e531204e00b6422079b2ebd5d20e4396fc2ea038a3897bba7,770,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0419,focused-file-implementation,independent file-level semantic disposition
utls,u_parrots.go,539e821a53eda1ab6acbfd1661d2ba0a9f8c87a27938709a85b7b69788971648,102415,file,Go,implementation,authoritative-source,PR225-R082;PR225-M088;PR225-F0420,focused-file-implementation,independent file-level semantic disposition
utls,u_parrots_test.go,307e0a085e13d2fb7e18ae346f6f84ea9624bcf0a7e1407221f0a0caa3e3922e,4217,file,Go,test,authoritative-source,PR225-R082;PR225-M088;PR225-F0421,focused-file-test,independent file-level semantic disposition
utls,u_pre_shared_key.go,b8ee20e097f0f915d11c38ad20107324402b51f65c55e3ff1c5d128c29e7e215,15134,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0422,focused-file-implementation,independent file-level semantic disposition
utls,u_prng.go,e1c740dfc333aff0aa7652ae1f423cd71b44eb3f5dd3bf19135ecafdb9ec93c6,4714,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0423,focused-file-implementation,independent file-level semantic disposition
utls,u_public.go,6b215fb0460dadec4b5be5504b596d3c05dcb9e6d78c89dc1526d52e603f09c0,26966,file,Go,implementation,authoritative-source,PR225-R082;PR225-M098;PR225-F0424,focused-file-implementation,independent file-level semantic disposition
utls,u_quic.go,8a8dbd4285d88418b999f39bfc90ba09fcaa462fee7e98a80dfeaf07471b902f,7125,file,Go,implementation,authoritative-source,PR225-R082;PR225-M090;PR225-F0425,focused-file-implementation,independent file-level semantic disposition
utls,u_quic_transport_parameters.go,85150e0e72098cf850abb64af9769de8f533e8bc8e1820cf07907c02f44b382b,7903,file,Go,implementation,authoritative-source,PR225-R082;PR225-M090;PR225-F0426,focused-file-implementation,independent file-level semantic disposition
utls,u_quic_transport_parameters_test.go,991ecb10e0143719eb0d598489463d4408bcea422d836f8570fe8a4cb156d027,1758,file,Go,test,authoritative-source,PR225-R082;PR225-M090;PR225-F0427,focused-file-test,independent file-level semantic disposition
utls,u_roller.go,d79d2f10df33539bc9c90b6f4aaf9e56120741f6d4340b7f20e7931d44faf411,2729,file,Go,implementation,authoritative-source,PR225-R082;PR225-M091;PR225-F0428,focused-file-implementation,independent file-level semantic disposition
utls,u_session_controller.go,cbc44f98b0dbdb179fb4989627d8edd890a87140ddcd5aa3957206f6e913272d,17244,file,Go,implementation,authoritative-source,PR225-R082;PR225-M091;PR225-F0429,focused-file-implementation,independent file-level semantic disposition
utls,u_session_ticket.go,a26972fc01c2b863853b5c4509eb0e420d63c777284f2880281fddbf2dd209d5,2226,file,Go,implementation,authoritative-source,PR225-R082;PR225-M092;PR225-F0430,focused-file-implementation,independent file-level semantic disposition
utls,u_tls_extensions.go,2a087a02b64f4ae08bdb017ee3fa5a35a71063aad58c998ccb5adeb21030e7ab,56483,file,Go,implementation,authoritative-source,PR225-R082;PR225-M084;PR225-F0431,focused-file-implementation,independent file-level semantic disposition
v2raya-scoop,.editorconfig,5f8af2b5cf4d8ffa12782bf41c34412a6770132fa2c5a21c12c33c118b8edd9b,420,file,other,repository-administration,supporting-evidence,PR225-R056;PR225-M060,focused-module-repository-administration,focused module-level disposition
v2raya-scoop,.gitattributes,e51f3699dd68b10850a6d62e1a500b68a87ee79f061023cea5bfa76f6b5978c1,84,file,other,repository-administration,supporting-evidence,PR225-R056;PR225-M060,focused-module-repository-administration,focused module-level disposition
v2raya-scoop,.github/ISSUE_TEMPLATE/Bug_report.md,da60181560c20bf23064631793f78ffc35e84f913dd649950b770717ed4701b3,1237,file,Markdown,repository-administration,supporting-evidence,PR225-R056,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record
