donor,path,language,kind,symbol,line,visibility,module_id,module_disposition,high_signal,high_signal_keywords,needs_semantic_review,resolution,semantic_record_ids,resolved_disposition,rationale
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,stop,460,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,shutdown,473,public,quiche-core,reference-only,yes,shutdown,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,off_back,484,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,off_front,489,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,max_off,505,public,quiche-core,reference-only,yes,max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,is_fin,513,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,is_complete,525,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,is_stopped,536,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,is_shutdown,541,public,quiche-core,reference-only,yes,shutdown,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,is_empty,546,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,ack_off,551,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,cap,562,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,bufs_count,573,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,buffered_bytes,582,public,quiche-core,reference-only,yes,buffer,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,empty_write,592,internal,quiche-core,reference-only,yes,write,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,multi_write,604,internal,quiche-core,reference-only,yes,write,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,split_write,627,internal,quiche-core,reference-only,yes,write,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,resend,670,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,write_blocked_by_off,733,internal,quiche-core,reference-only,yes,write,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,zero_len_write,803,internal,quiche-core,reference-only,yes,write,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,send_buf_len_on_retransmit,828,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/stream/send_buf.rs,rust,fn,send_buf_final_size_retransmit,855,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,struct,Pipe,33,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,default_config,42,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,default_tls_ctx_builder,61,public,quiche-core,reference-only,yes,tls,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,client_addr,78,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,server_addr,82,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,new,86,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_config,91,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_config_and_scid_lengths,95,public,quiche-core,reference-only,yes,cid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_client_config,105,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_server_config,109,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_client_and_server_config,113,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,new_with_buf,124,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_config_and_buf,129,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_config_and_scid_lengths_and_buf,158,public,quiche-core,reference-only,yes,cid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_client_config_and_buf,189,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_server_config_and_buf,231,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,with_client_and_server_config_and_buf,271,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,handshake,302,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,advance,314,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,client_recv,339,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,server_recv,349,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,send_pkt_to_server,359,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,client_update_key,366,public,quiche-core,reference-only,yes,update,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,recv_send,398,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,process_flight,422,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,emit_flight_with_max_buffer,437,public,quiche-core,reference-only,yes,max;buffer,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,emit_flight_on_path,467,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,emit_flight,473,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,encode_pkt,479,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,decode_pkt,557,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,create_cid_and_reset_token,592,public,quiche-core,reference-only,yes,token;cid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,helper_packet_sent,606,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,stream_recv_discard,628,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/test_utils.rs,rust,fn,trigger_ack_based_loss,647,public,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,transport_params,36,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,transport_params_forbid_duplicates,100,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,transport_params_unknown_zero_space,136,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,transport_params_unknown_max_space_respected,152,internal,quiche-core,reference-only,yes,max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,transport_params_unknown_is_reserved,206,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,unknown_version,220,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,config_version_reserved,232,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,config_version_invalid,238,internal,quiche-core,reference-only,yes,valid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,version_negotiation,246,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,verify_custom_root,271,internal,quiche-core,reference-only,yes,verify,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,verify_client_invalid,286,internal,quiche-core,reference-only,yes,verify;valid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,verify_client_anonymous,340,internal,quiche-core,reference-only,yes,verify,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,missing_initial_source_connection_id,367,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,invalid_initial_source_connection_id,391,internal,quiche-core,reference-only,yes,valid,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,change_idle_timeout,415,internal,quiche-core,reference-only,yes,timeout,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake,452,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_done,465,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_confirmation,480,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_resumption,541,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,const,SESSION_TICKET_KEY,544,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_alpn_mismatch,607,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_0rtt,634,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_0rtt_reordered,698,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,handshake_0rtt_truncated,772,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,crypto_limit,833,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,limit_handshake_data,902,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,custom_limit_handshake_data,930,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,const,CUSTOM_AMPLIFICATION_FACTOR,933,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,amplification_limited_stat,961,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streamio,996,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_closed_bidi,1017,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_closed_uni,1048,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_recv_buf,1073,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_recv_buf_empty,1104,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streamio_mixed_actions,1137,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,zero_rtt,1164,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_send_on_32bit_arch,1225,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,empty_stream_frame,1260,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,update_key_request,1314,internal,quiche-core,reference-only,yes,update,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,update_key_request_twice_error,1374,internal,quiche-core,reference-only,yes,error;update,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,max_stream_data_receive_uni,1412,internal,quiche-core,reference-only,yes,max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,empty_payload,1438,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,min_payload,1453,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,flow_control_limit,1496,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,flow_control_limit_dup,1527,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,flow_control_update,1557,internal,quiche-core,reference-only,yes,update,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,flow_control_drain,1620,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,flow_control_reset_stream,1723,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_flow_control_limit_bidi,1869,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_flow_control_limit_uni,1890,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_flow_control_update,1911,internal,quiche-core,reference-only,yes,update,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_left_bidi,1959,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_left_uni,1987,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_limit_bidi,2015,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_limit_max_bidi,2062,internal,quiche-core,reference-only,yes,limit;max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_limit_uni,2087,internal,quiche-core,reference-only,yes,limit,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_limit_max_uni,2134,internal,quiche-core,reference-only,yes,limit;max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_left_reset_bidi,2159,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_reset_counts,2246,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_stop_counts,2316,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_max_bidi,2375,internal,quiche-core,reference-only,yes,max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_max_uni,2402,internal,quiche-core,reference-only,yes,max,no,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_bidi_stat,2429,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_uni_stat,2462,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_bidi_sent,2500,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_uni_sent,2610,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_bidi_retransmit,2716,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,streams_blocked_uni_retransmit,2799,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_data_overlap,2870,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,stream_data_overlap_with_reordering,2908,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,reset_stream_data_recvd,2948,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,reset_stream_data_not_recvd,3025,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,reset_stream_flow_control,3100,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
Aether,quiche/quiche/src/tests.rs,rust,fn,reset_stream_flow_control_stream,3138,internal,quiche-core,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,Core QUIC packets/streams/crypto/flow-control; retained as transport reference.
