donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
ssh,cipher_test.go,6e03359c9e11ead032806d0ac24c41b14daf3ac7b08d957f4d394b9aaf72f08d,6312,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0448,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,client.go,845b9e744a29368b619f1e85a40d58a0201e23b16977e415066c8f348adf2cc5,8833,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0449,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,client_auth.go,17919db152451bb6a58a29e9a7ca02faaa2dfe528b837285c1884eadce997400,24691,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0450,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,client_auth_test.go,709a776825190e647d47b935dc6ee71fe3b121f0d70dde86e3829dd004e99858,37341,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0451,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,client_test.go,270fcd92b041fcf4e3c177a1b59300252ea543c5352b9c7055cfa8d50c411782,8815,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0452,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,common.go,e47ef62289a8a227a82f58412c13dfedfbff06d09c5b2f66739947fbe78fc331,20657,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0453,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,common_test.go,df46c222eda53b00a1558e8920dbb8cd895a7692f02b2f8b1285a2197f8c3015,4523,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0454,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,connection.go,07186d655c9d7604e73f8fe69c5028fc423f763037234b76598c58f2ea310dde,3735,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0455,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,doc.go,0b05a3d537f488cae43c019f3a55200af2462afe6a214570df3ef7861cd4c9d3,1584,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0456,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,example_test.go,0be94e80d107c2144dcbf2ee211245cd664d564289972f8af804e7bda69b1147,14627,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0457,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,go.mod,1a81c8c02956c46ed8427c4c2ce8573ea162c29d6da5303bc7a7e85e91681b32,197,file,other,configuration,authoritative-source,PR226-R072;PR226-M073;PR226-F0458,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,handshake.go,9be4822953b1736e49f95f3a2ccfbd463165efdd8efd18c19445845417120ba9,23787,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0459,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,handshake_test.go,20e49663017e690e147c66e6a4f8a75df0e54cd8e8ef0fa4b4861e4f351b594b,37540,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0460,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/bcrypt_pbkdf/bcrypt_pbkdf.go,4694b500beb45c7f61c050b59bd7f7aef88f87790234fa49d78379b032d63d9a,2430,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0461,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/bcrypt_pbkdf/bcrypt_pbkdf_test.go,2dc9c613c5ddf4fe744e3157c7f84712deac2cc7653d96b4dd4ec65dd141f0c3,2623,file,Go,test,authoritative-source,PR226-R072;PR226-M075;PR226-F0462,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/mlkem/encapsulator.go,82573480ed890f0a417e634690b95809de20741923156e029190b0f578143f7a,1209,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0463,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/mlkem/field.go,dd673eb00db150d02c78e26148f72485e2a9f0e92aad317df9fe324d64362e6d,19109,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0464,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/mlkem/mlkem1024.go,d9198238bc03c2063cd1e05e5dab9ed23ea3c171c0ff15692c5c5f1bb3ec3a7b,13359,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0465,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/mlkem/mlkem768.go,ae237fd356b4ee828bb0ec335e1b0cf817ea0798bd6ea7c6d0d58715284bae88,14942,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0466,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/mac_noasm.go,f5308cd6f14bab1b00963eeae8137d63fc5452db7f7d49276a56f457bfd89d2d,290,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0467,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/poly1305.go,c4b20ab7330e47ee155a775f69ae3b0e432c75d74ad005cf764228a69ddf6da6,3386,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0468,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/poly1305_test.go,92898c3ec8e8047db2afd6ff46ec060445ecf84b9e062dc71e76f0af95d2da42,7150,file,Go,test,authoritative-source,PR226-R072;PR226-M075;PR226-F0469,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_amd64.s,f8959555c2e70f460ba88bca1f37705d6c570c0f99f37650a907e9391a960446,1491,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M075,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_asm.go,ce5f94aedd0ce3349a8a8655607bd0159d354902e3298169cf9350fe235382b7,1161,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0470,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_generic.go,b0094a2895d5bda42dcaaf57c0b31fc914c3b6c6aa6237aab0100a6d78346933,9788,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0471,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_loong64.s,10438482cc98025392f22df374b5ad97fddb1dacbd3570ca8243be7fd155b9fe,2436,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M075,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_ppc64x.s,b879522e9c8a5650016a967ded7b0895ffa5fd6d6f2875903147840d37ee5705,3390,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M075,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_s390x.go,2c397170a5922ad79a20b44cc8daf82c5a263b9c2578df685f03973f6b1fc931,2026,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0472,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/sum_s390x.s,e6e9f457d640052142a2e8ca672498c73d73be426d5262576e2ecb81b5d13d6d,17871,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M075,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/poly1305/vectors_test.go,636bc6dde09403bb787819a8a0f8b5521d5655bad6c3c17c21907106cbb96e31,184788,file,Go,test,authoritative-source,PR226-R072;PR226-M075;PR226-F0473,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/testenv/exec.go,35e238fa7a2774acb2bb037d952f4ccde2b70ca6a1e722a547fe41838c513fd2,4629,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0474,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/testenv/testenv_notunix.go,cf5f97a5b8e07d07a87d45b6492bd6a9b5d7f4116558191f95f3f781cc554732,401,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0475,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,internal/testenv/testenv_unix.go,d6e00086008638e2c837ad6658dfc8d99b1a4035ef4691e6cb54b781a6243674,348,file,Go,implementation,authoritative-source,PR226-R072;PR226-M075;PR226-F0476,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,kex.go,1aa86dc464952d8205bbe4c1819bdba7c6738353d438a9ac7d98d37d1382e88f,23514,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0477,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,kex_test.go,1991528c71a86335154b3d0307578603be4adb899f187080cdbbad7063423ecf,2504,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0478,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,keys.go,d59cf44bfcbcb63ad1a87d68cbf0b71ae8ffca0d5b034e93c37fd883ff4d6ac6,49002,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0479,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-S001
ssh,keys_test.go,1c09031aca966802d3a3bdd3a9416442c9dcd97f5a016892edf2f1a560d57329,24744,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0480,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-S002
ssh,knownhosts/knownhosts.go,6ab66881953a48441821ee8e1d84a690bcf04e16fda4ca85301ffac67c4a255d,12336,file,Go,implementation,authoritative-source,PR226-R072;PR226-M076;PR226-F0481,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,knownhosts/knownhosts_test.go,7e7d7485059cd2027e13d5412f0c4182f6e3666dfc1a63488bfd9ffd3f59eb5e,10759,file,Go,test,authoritative-source,PR226-R072;PR226-M076;PR226-F0482,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,mac.go,a22a23e739d3b5c7715ce710b2b5f5e018b3f8705b79699eefb0779975f0754e,1867,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0483,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,mempipe_test.go,b5672f66a633418dd68268b8719abba1d594b63b6b6517dc57a842f99878a9e2,2358,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0484,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,messages.go,d7d993361ea74ad55ccbc6348b75daa6ef91acc82c870312c9902864e8d7ad92,20822,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0485,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,messages_test.go,f4f0eca069bc8858891655c5e83eb2be598066e7c953e5bad29008d589496152,7881,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0486,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,mlkem.go,97ab50f6b8ab72eaac86dd52e206f9670f8aeab874faff012e869068254dd352,4587,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0487,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,mux.go,b537404f5538b810b2729522f7871d6684a83beadfbf02616cf1af3f3f798892,8072,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0488,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,mux_test.go,74a497d924fba8e33d62c3c510ebe2aed8c539c3c2d90bbf93de2d9e140c6fc6,18489,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0489,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,server.go,fddb78139ddb7332b6030f0875e37f4af9a8b692a0b700d615f9bfd1ffdb5761,33082,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0490,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,server_multi_auth_test.go,c5faf6040b173024f98c0fbc01609e80d1aff5cf746a3f19976f2e53193e7261,12240,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0491,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,server_test.go,2480cfc6168fd08b84d719c1ae817648f11a75ee983ec1016f8f42afe1d82f28,23246,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0492,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,session.go,1028103a3beefcdae8fae94d3d48dd20abc88ed18b3eee831589baed81f85f84,15437,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0493,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,session_test.go,18eba88a067a6f21e63838d4e2eeba3d10d7a2c03263da89f5c5481b6135511e,21771,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0494,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,ssh_gss.go,08a3aa4ef0f1cd553faab1a4603690466d4f3c63f4b20408d9b15433cac9327f,5818,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0495,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,ssh_gss_test.go,1fada0b3a3f07a355631f09effde96251faa580c22481a4a59f80d8b00740ebd,4087,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0496,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,streamlocal.go,fa6da872b3f56ce03dd5fae86c22ed3f0e14411c844a33ca651a22c7c32292c6,2887,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0497,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,tcpip.go,b0c6b365c4789574bda2bdeb4eb706cfc3725556629ba0383a1d6790624e3e8a,14510,file,Go,implementation,authoritative-source,PR226-R072;PR226-M073;PR226-F0498,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,tcpip_test.go,8c6855a29d6258aba33e3a494e5cc92deb5c850deb463676768872a403f5dafd,1480,file,Go,test,authoritative-source,PR226-R072;PR226-M073;PR226-F0499,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/agent_unix_test.go,f14982c775877c0029e04dd722bbee935050b5af7da0b05be51b929700199eb3,1614,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0500,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/cert_test.go,2ecfa402abc8a79fe2bc762027db71a3997926035dddbb2423ebc7a6e9144ec3,2064,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0501,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/dial_unix_test.go,a5564873c4203404fad4ec82a73af6f57a8ee287f21803b14c60da3a845ff9f4,3261,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0502,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/doc.go,4b28ca1aaf1b0598c20ec313d41de4a5621300d6e659bbc780dab4b1a2844fcd,318,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0503,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/forward_unix_test.go,5f971b1957874f3ac2ed1b29485a9d3567d090f44cd3803ed6776a15772dd17e,4748,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0504,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/multi_auth_test.go,407323342a147b866fa2a32272009eb33be9cc2c2d4e0daa84e327a657605871,4415,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0505,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/recording_client_test.go,b65b1eb55b944733b2e73b983f3c42e247a8b98dbd8d34e8ecf3d2f8fc849d5d,13154,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0506,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/recording_server_test.go,9b7a05046576e5c1c1a6dd3b4b3a4ddc38abae1e75280f9b65797bc7a7931890,6902,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0507,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/recording_test.go,3e5d38e8b11e0303aa4b7fa1bb9c6c8d06194749f3e6f20bd019848f62fcd7e1,11007,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0508,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/server_test.go,385acd6d1472ceb976edfc0e3d37c4b82d5c679241839addca7d2100114c55b2,2083,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0509,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/session_test.go,2676b268286685e2d2042a52ff8e6b64d1b8e0cc7fe26b2b7e6596122f2235c5,9526,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0510,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/sshcli_test.go,89068ad09c02dc76e7cfc208129be0a4dfb88978b6d78f8caaee54b014423fd9,5121,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0511,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/sshd_test_pw.c,f44708f4135feaab3cf1efbddd5564d4dbbcf5b949a6256e3bafe028ac414c13,4349,file,C,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0512,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/test_unix_test.go,e05d2597dc0221f83258eb07db9f571fea78727d2dd5ec1be8f6e69e81a5fe69,6304,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0513,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,test/testdata_test.go,a3a92976daf40f2f7c21a399df18a190266fef2c1c94336d3be1ed355d0523f7,2227,file,Go,test,authoritative-source,PR226-R072;PR226-M077;PR226-F0514,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-BannerCallback,284ce400d044a262c4688cf92aa45572c4dd0c708e0e3b0f493f43741609bc4e,22750,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-aes128-ctr,dd2f047c519ba7406b5697710be62bb1141e25ae64ff169f3e0cb3c3d848a9cb,22513,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-aes128-gcm@openssh.com,9bd67482fdaf2bc3d77f8a88c99973f958d3059f08a9bcb4c2affe33a3d1e86a,21881,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-aes192-ctr,6ac4d45bd7c7a9a14c6472352bea3e8ef81b724b873a30b6e742b87806ddbecd,22513,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-aes256-ctr,0fce9e8100d68f735c9ed348cf95aa61ce2542307cad7098d11dd484a6dc48b1,22513,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-aes256-gcm@openssh.com,f94f015d29f2b8a2e3ffa079cb9425d67a580d30a73667c762c730fbc48386d7,21881,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-Cipher-chacha20-poly1305@openssh.com,0b613bc963215adf57ca1d3b07b901d82d701721f06c88454f6b8ed7f2c95fa5,21526,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-HostKeyCheck,23a55a30913827967c4f546266bb20c94f08c781f6b9ac471cf3a684a5a76ae7,13591,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-curve25519-sha256,7584d94a34792d69d7ce3f0ade8dc6de82cdb5e2926b2ec811a616dcbfbb1237,21961,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-curve25519-sha256@libssh.org,af254999827254a5d767b8d289eb57fa633bb60754ecd9d309fc3ceb6c470c7d,22039,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-diffie-hellman-group-exchange-sha256,593647666539fa19bbc9114cfbd4693c27b67228509456408ed243ce60ec7cae,25964,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-diffie-hellman-group14-sha1,38337288b34cb98f8841a171fa616376e2421ffa913fa73681871737c79b6692,24251,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-diffie-hellman-group14-sha256,a4a08969d63b898ee1db36db132807c92539aaa54e1170326a44c64d968e291e,24251,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-diffie-hellman-group16-sha512,564f24159e7c10bd16558b05b6ea05c69d2d6a908347cb1629bb8b864966968e,26779,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-KEX-mlkem768x25519-sha256,700e87e980ae43c972dae155ea9ba2b77d6a8332067677c5f532ac4f9d30a7da,33257,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-MAC-hmac-sha1,3995084360afcb8028944c8e1a96b69f964a356ce806e5e360df5a00e69b1593,21723,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-MAC-hmac-sha1-96,d3e988f2144d0d425599bcdf81572398908983d7b3aa8a60ed28f081fa2dc6b4,21723,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-MAC-hmac-sha2-256,063b1b0b9bf6e2c1573f3973dd3d454c3d799e4fd567625027033e8e816ec0c9,21802,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-MAC-hmac-sha2-256-etm@openssh.com,f3601065b6aeb40df39737badb00ed691eb86c9b6b16157c98a98d323db8bda2,21960,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
ssh,testdata/Client-MAC-hmac-sha2-512,7763b6ed7ce0b2013e85f530d4de050091d14b54162aeb0d8eeb564586183e60,21802,file,other,repository-administration,supporting-evidence,PR226-R072;PR226-M078,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
