record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR230-R001,n/a,CG230-Hiddify-Manager-dev-root,Hiddify-Manager-dev,repository-accountability,Hiddify-Manager-dev complete archive/repository accountability,repository,evidence corpus,context-dependent,.dockerignore,22942cc4b45864ab6ac31687a88441b76653f235e025851e69e514e9131eef4c,n/a,exhaustive evidence review,one-to-many,reference-only,"Every archive member, regular file, normalized directory, indexed definition, and archived symlink is accounted before behavior-level selection.",convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,all donor bytes remain attributable to exact source hashes,repository size or popularity cannot grant target authority,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR230-F02750,PR230-M0392,CG230-file-PR230-F02750,mitmengine-master,file-accountability,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-chrome-49/handshake.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-chrome-49/handshake.pcap,5dd18d613d7a42dc889fb1e4be0e55782beb641f5af00be571caedb8eb13e12c,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02751,PR230-M0392,CG230-file-PR230-F02751,mitmengine-master,file-accountability,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-firefox-44/handshake.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-firefox-44/handshake.pcap,69581a6359f8b8341ab05545704c443c01ddd876b31aa9991360bf1274f3759d,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02752,PR230-M0392,CG230-file-PR230-F02752,mitmengine-master,file-accountability,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-ie-11/handshake.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/misc/windows-7-windows-7-bitdefender-antivirus-plus-2014-ie-11/handshake.pcap,db97625f1f61609fbbafac38c339f3f39b9465dde6c5f611156cb5e6203c6281,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02753,PR230-M0392,CG230-file-PR230-F02753,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8f.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8f.pcap,6386dc9b330937c2d33352093d6ec50ae69adc7a5c0b5e5d78ec0ec9b4d19df5,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02754,PR230-M0392,CG230-file-PR230-F02754,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8g.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8g.pcap,9d62b117118f272c8b41c9491507506e2ecf9213b2a70e865cd1a9a1f560e327,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02755,PR230-M0392,CG230-file-PR230-F02755,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8h.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8h.pcap,a28aa630bad3fd66b0cbb5ca36992796010db4498d1dfc59f0cb6d47d3facfd8,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02756,PR230-M0392,CG230-file-PR230-F02756,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8i.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8i.pcap,dcff799be8babf084479ab51cb93f3274fc6abdf4a17640ce01830f1798c3233,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02757,PR230-M0392,CG230-file-PR230-F02757,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8j.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8j.pcap,d7063b1f9b5df752bf822728cd891d0ac9570bf279d7305ce590d1c48de798a7,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02758,PR230-M0392,CG230-file-PR230-F02758,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8k.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8k.pcap,08a1e637e6ba26e4831a04278584d54ec3156ce782ba3f3c5eac542c0f49b978,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02759,PR230-M0392,CG230-file-PR230-F02759,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8l.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8l.pcap,90e1c2f32efcda0107515a3dde231db44520a4a653a393d6b3499e913ba0ea0e,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02760,PR230-M0392,CG230-file-PR230-F02760,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8m.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8m.pcap,265565b22a8c85e0f885229da4ffcf991d56679df7ac34345c1c2774dd5f4011,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02761,PR230-M0392,CG230-file-PR230-F02761,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8n.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8n.pcap,2c64a8484a664c21d59c7547a5e55d13aef586693484bbd4d219adc370b30928,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02762,PR230-M0392,CG230-file-PR230-F02762,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8o.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8o.pcap,1c7480d82a79d12e544e18fb791ee9c712fd039f0e8037f2b11588ab16a47a5b,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02763,PR230-M0392,CG230-file-PR230-F02763,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8p.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8p.pcap,1db4f700f2c5755c2e530134fc59cc378f95c9bb0f182a14f0b4b3d00b248197,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02764,PR230-M0392,CG230-file-PR230-F02764,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8q.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8q.pcap,81244a1d64d215f5b46683dc4e50c5717a51b86315781cdd6f2984b957a5cde7,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02765,PR230-M0392,CG230-file-PR230-F02765,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8r.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8r.pcap,6572436bf3d02fa5e51bf6b5e80166e286067a78e73caf7ccc4aa9f57a2d43ae,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02766,PR230-M0392,CG230-file-PR230-F02766,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8s.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8s.pcap,18fd89fac36b0ecb3b53db54a23ae9daa56c22b052d241bb0f484f55a212eb84,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02767,PR230-M0392,CG230-file-PR230-F02767,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8t.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8t.pcap,2b45c28051ae9206aecf61c90c209bf79a19bd101eab01eafb191f4b139058ab,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02768,PR230-M0392,CG230-file-PR230-F02768,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8u.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8u.pcap,1d4a08c1cf25e26ed7d2d01302a92d5c41c2fa9cde28920412ec6b09a1b1734b,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02769,PR230-M0392,CG230-file-PR230-F02769,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8v.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8v.pcap,4805987d752a8c57e37922f23c4555a67fd9786a4af8152fcdc9f64f55ce81f6,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02770,PR230-M0392,CG230-file-PR230-F02770,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8w.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8w.pcap,4898200cbdc27c1c7f41208fcb7b9bdefa20798ee939c2f0d590bc208f70553b,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02771,PR230-M0392,CG230-file-PR230-F02771,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8x.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8x.pcap,202d1a4bb872e24aba65c66e632a7dbb41ffcfcd5d8b94f495ef087955f15e2c,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02772,PR230-M0392,CG230-file-PR230-F02772,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8y.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8y.pcap,14b6f18e47564d4ceaec4de9b19b04e45a40ee6629ec159e93a428e7093ba0f3,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02773,PR230-M0392,CG230-file-PR230-F02773,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8za.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8za.pcap,028e51caffea34cea5b52d284f7f1328f23c18585a23d94fc1f3154467309715,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02774,PR230-M0392,CG230-file-PR230-F02774,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zb.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zb.pcap,7c4f92f650c536ae99f2755e127df99d4e51dcb338a92481b32d914a3784ed6b,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02775,PR230-M0392,CG230-file-PR230-F02775,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zc.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zc.pcap,519d02d5eae2e0215e0e4aa9f232b5844cc80e9569772a435e9ef9c9f2b19b51,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02776,PR230-M0392,CG230-file-PR230-F02776,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zd.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zd.pcap,8ef80796944ecff7733126c41fe6703d0096a081b6f12c8d52e1b3197328a3ac,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02777,PR230-M0392,CG230-file-PR230-F02777,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8ze.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8ze.pcap,7f4644cf2178cb52920920e58152d79b5f5679459ed1c33943ffa74c9f1a0605,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02778,PR230-M0392,CG230-file-PR230-F02778,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zf.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zf.pcap,c7d4ec17e7cdef7a1eeaac1c00eabcf63c42f1b6dc8d99d100364f43336d65fb,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02779,PR230-M0392,CG230-file-PR230-F02779,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zg.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zg.pcap,92b0a554d1085aaaf9ec1f7fab2022428bfde9d81c58f0bceed19eda48e77946,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02780,PR230-M0392,CG230-file-PR230-F02780,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zh.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_0_9_8zh.pcap,eea9a361c5fea1e7c8b596c78551a417a975d00de464a84828fd4662e6dc9462,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02781,PR230-M0392,CG230-file-PR230-F02781,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0.pcap,589ca8fa06b1f63ace281646ad036daf814436586ba67ed77ef4eb6f6ab815a1,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02782,PR230-M0392,CG230-file-PR230-F02782,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0a.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0a.pcap,48292b37b8983b498abec1b3ca5ce183a713de2471b9555a41fd5d2386b79bb9,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02783,PR230-M0392,CG230-file-PR230-F02783,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0b.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0b.pcap,da7ae2ec40a60ac15a52aae8641240bcd7b1a3c73f8066cc8dea1b93f3424eab,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
PR230-F02784,PR230-M0392,CG230-file-PR230-F02784,mitmengine-master,file-accountability,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0c.pcap per-file review,file,fixture,file-contextual,reference_fingerprints/pcaps/openssl/OpenSSL_1_0_0c.pcap,7431b48ac5bc36fbd86c5a7473150e2e739224fb990728dbdc6ffee1541d8c51,n/a,fresh byte revalidation and contextual review,one-to-many,accounted-reference,Exact file bytes are accounted and reviewed in module context; any independently promoted or rejected mechanism is linked through focused behavior records.,convergence evidence,governance/convergence/post-refactor-230-surface-accountability.csv,file hash and classification remain traceable,per-file accounting is not itself a behavioral equivalence claim,scripts/checks/check_post_refactor_230_convergence.py,governance/convergence,none,no bulk source import,low,PR230-M0392,high,reviewed
