donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_231_review,post_refactor_231_disposition,notes
IPtProxy-master,.gitignore,3b639b9365c0c056c9ffe169f715028d09168615651138ddcedf6540932a205c,3520,0o644,repository-administration,authoritative,.gitignore,n/a,PR231-F00001;PR231-M0001,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/gettimeofday_test.cpp,83d71266b368af97cd73ea161a44e34fa79518653d7fc38f78229eddf860c088,609,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21055;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/gmtime_r_test.cpp,8f73f8dfd973af79092f6509661b44ffe80f3dc9594b6479a1ba370b0d168c65,2259,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21056;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/gmtime_test.cpp,21072b7ab1453939f701eb9f5df42ec4576bf57c282e9dd161e5f85e57211cb5,11293,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21057;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/localtime_r_test.cpp,a00c2cceb9b6265dfdc43964d9339a558924d32dd3f02bdd99b08de9a34a29c9,3125,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21058;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/localtime_test.cpp,50d34d148aa77e0919684055f9d79a600593461683dd972b42e959243fb24c19,2121,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21059;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/mktime_test.cpp,83f7998ebc597f481f61854291bbcf85bf940206c02fceb138d76ef467faa9b8,24192,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21060;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/nanosleep_test.cpp,66b51926ebc9371829b780572f15e959cb742877dbbf7eb94dd10915cd9a55c7,868,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21061;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/strftime_test.cpp,5ab9e03b4db569551363d27382f69981040b422b092ed947c435d3e2894d4131,87756,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21062;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/time_test.cpp,42ff869aeac202a6ff2e1ba213693627cbf5dd8f9a3529dc2db932b7b6c4f58d,643,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21063;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/time/timespec_get_test.cpp,aeb4eb32c2b193066232c7c03887e3fb8ae9f99302723fbf537f8e70d46b1e1e,1533,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21064;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/ucontext/CMakeLists.txt,38f05d64b34d0321d9e8d3c13841f51ac57945c9fc4a5a0e07610cd40e197a30,390,0o644,vendored,vendored,src/third_party/llvm-libc,.txt,PR231-F21065;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/ucontext/ucontext_test.cpp,502e25ed860ecbb29a9feca32ee0ed26ff16362d468a1ee6ef6669ab0e437099,2270,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21066;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/CMakeLists.txt,0f47ffc2213588b6667791ea375871e309b3a70c36473563c1fd62925e3e9167,13019,0o644,vendored,vendored,src/third_party/llvm-libc,.txt,PR231-F21067;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/_exit_test.cpp,60fd7136736cc9a233a80598ea267617e488614eb3e5aafa8ec78636a73b4dea,573,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21068;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/access_test.cpp,2795bce7e8acca30cb332f98dbf8e5a5c96398a67c192464596f3babd777d03c,2283,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21069;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/chdir_test.cpp,ecf171d75443e6882c36bd040c15868168ace080745ee3db5ffb1648e1232314,1923,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21070;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/chown_test.cpp,d5e31910f6e0df3de480e469560b0d0428bd145fbcaf548bdef352067e5c0442,1772,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21071;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/dup2_test.cpp,84e68967dbe04d7ea69661b1280a14a95f456f53bb6f0b33338c0e88b6c62ee0,2361,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21072;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/dup3_test.cpp,e5c91335703c5d816f149f138b19ffea8d9e18a567ce5018e663a8e7003b8d6d,2699,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21073;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/dup_test.cpp,3e9775242d6d8c32a6ed4e37865ebd128ebffabb02826c62aba7570e48c5cae3,2175,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21074;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/faccessat_test.cpp,8525de96f22d5b659cf018ff1c269eaaf451465a6ebe265ff9c4b5ef2c96ad69,4352,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21075;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/fchdir_test.cpp,d597f9389b0bec9c55d033d3a493c72e44eddcfbe2628ea81a9d79f29b0dbf0a,2062,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21076;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/fchown_test.cpp,5d24bd5534977af36b2f4d8cdba7c4bf152a6a5896c891c5c8aac9b0c9dff794,1754,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21077;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/fpathconf_test.cpp,aa5b1fc897d7f3dc5bd4b34ac625c23298a6ddd29e6f45018268adbe4a49c154,1372,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21078;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/ftruncate_test.cpp,d8c98fc29fcc4b1d68ba0cc984a1643e1120cc0d29502f1361d9db8003223c98,2828,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21079;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getentropy_test.cpp,e753d79f8accb7448553a73216d0d637509595eb56e4867452f624a3d4e461d2,1097,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21080;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/geteuid_test.cpp,a03ed6e7b5c55fd763740d71860b86c378c8d8137533366f5917e0360ba35e9f,572,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21081;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getgid_test.cpp,42fa719a335660a0f1ec0885d6386d572f02b00f124088041cd6bb95452e67d7,568,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21082;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/gethostname_test.cpp,7a209d147d8f536d4e39c6584542b21e6a5bc1e9346f1efcc14569a241c39e86,1017,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21083;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getopt_test.cpp,a26e1a125ad8e9faebd67765ab59b06ae5d69becfed457e31af969ee59b2c881,5342,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21084;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getpagesize_test.cpp,33252802684e1b897ac6d2599e439485314fe795b475a9fee93a85744ba93f58,849,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21085;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getpid_test.cpp,563916c074a86a8ecc46dfc280922792852b8645df48d91a87d68e057874c128,568,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21086;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getppid_test.cpp,ea42e19d37d91b9e3ecdea42968fa2de1a77bbd126932894a221d22639edc165,572,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21087;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getsid_test.cpp,d13fc1c00678f2d0deb66a5c656e75b2ab7eb96a54858cfe13c542056623f261,792,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21088;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/getuid_test.cpp,8b5abb217d49e7fc17aa84dbd4f69adf5a1c22f42269985a4921bbfee9adce8d,568,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21089;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/isatty_test.cpp,3b25e99ab161013968f78aac795266efc19d3005be901252a9905c22cd7c1096,2299,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21090;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/link_test.cpp,3349bda84b343ebd29def7732705acda65b70fdfd9f46b9ffb5ae763bce94ecb,2028,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21091;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/linkat_test.cpp,0127ea1ec818763e2dd535d235724366a358c78b82567d62c3a3502fa180f3e0,2655,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21092;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/lseek_test.cpp,61d13e423ee4f726f6f9a7b490d9632e8c5b23d09519e2c15b1d8e338862f358,2566,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21093;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/pathconf_test.cpp,d87a554bf53f5f423c9b814004e8654809def0321685d534c82d62f047fc561f,1378,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21094;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/pipe2_test.cpp,444ad183ba8e6230e34aebfaadf3a470e50830d21444e613cf9e2cea56477606,1129,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21095;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/pipe_test.cpp,bf3be04da6b606276891dcda3fa234ea38f3c0e36ec4909bc9dec4159a6e2d89,953,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21096;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/pread_pwrite_test.cpp,dde484cd06d72f7fa8b7267b92e8deceedd1faf308b0b3fe7b91ad5fd846fbf9,3102,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21097;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/read_write_test.cpp,045465cef72a94fa7bc885bd138e8a1a0eba3bc7b2923c044f572cbd8c727669,2410,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21098;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/readlink_test.cpp,41a151bca3c99377977d6461e79f1a3ec245ad5e74b23440a0b4559d6fffb73d,1963,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21099;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/readlinkat_test.cpp,081bf04976125f9db3d6b1b48bdd2c249f634c2525695e0dda8a3a87048fb6a2,2029,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21100;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/rmdir_test.cpp,0f3a34c6473b3cf81f46614fa82ba90428e1d3afd329d1105ae127dc07cba2d2,1191,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21101;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/setsid_test.cpp,b3e907450f3e121a49864499f674470a146047b1490ec16cb115e60311adfe91,568,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21102;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/swab_test.cpp,bf31de83ff479ec92b0d62d9f4c80299f5bbaad2fac2123d2c8e684fe4e47eaf,2555,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21103;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/symlink_test.cpp,6a59bbc646fc64528101e73d39085583941abd87e83b304d14a1a7f385df7039,2287,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21104;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/symlinkat_test.cpp,d85a00d0209df80f58d164ec0d90e8d8d3726e27811f93328b9682ec765d5bdc,2684,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21105;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/syscall_test.cpp,21a0bdfc5e3dd833f9240a579ed84be39d8df671f45428121088b69fd85b1a48,6093,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21106;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/sysconf_test.cpp,97e3e7b094621aa03d3696564e3e9b72bd9b4821000b1e22d142cb2ff0e7fd7e,892,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21107;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/testdata/CMakeLists.txt,2abdc4d1d103697489457e8a3009cdc9b42ce573c670210920f5e5e3bd3a84a1,217,0o644,vendored,vendored,src/third_party/llvm-libc,.txt,PR231-F21108;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/truncate_test.cpp,5588d571dfb4dcae539db41a1dd2931826543d4da5836b9cc0454212b75452c6,2650,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21109;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/unlink_test.cpp,730174a208b35b9bb8985250cffa776a25fe421e0650eb24d883a4188f065b7b,1340,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21110;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/unistd/unlinkat_test.cpp,7a8c9078dd44d23365e843b46e049e22cdc4df7544d8e78714d1afcb3767a2cc,2044,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21111;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/CMakeLists.txt,48f426f2749fc523536c2288d4038d0b2a3014604c830be4e2645e813331f641,8263,0o644,vendored,vendored,src/third_party/llvm-libc,.txt,PR231-F21112;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/WcstolTest.h,f2b42b7698e8ece6b377b9dff47b06638fa1ef9c1f49b04dc38361b4118c60a4,18409,0o644,vendored,vendored,src/third_party/llvm-libc,.h,PR231-F21113;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/btowc_test.cpp,6bbca4bf498823eb34db7de8097b6afbf1b389ae7a9b4978fc2cee16f273f6f3,801,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21114;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mblen_test.cpp,688ac9b115940dc41d293437690f121ef32d1372e8e2c37f6f679c9cdb5f9843,3277,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21115;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mbrlen_test.cpp,cf0711f504652f060ec9061564e2c8ec0882950fd4fbcba62eebced1bd6f9d8d,4813,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21116;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mbrtowc_test.cpp,f84920e844b918ec3d1e160e4cd167b552dbd6169dd42bb59ec7529359df64ce,8008,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21117;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mbsinit_test.cpp,9292e653392da1f80fd9980961a300f94449fe47ac0dd823a85ed344c55ae323,1238,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21118;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mbsnrtowcs_test.cpp,8b3e5dac68de17b33a8af185d513d4c3f270d6cb0a1379f7f635542786b84273,7601,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21119;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/mbsrtowcs_test.cpp,a95a97ce011997476e468c1d2ee14c309f8c890d148275f8da1cd8b1713963e8,6737,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21120;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcpcpy_test.cpp,bb64100dcdfba65d70a1f5c73db79da5da115b50da4a8cbdc50afbaa2b0c33a2,1594,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21121;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcpncpy_test.cpp,3feac7474d9c3e0e8bb2c683eaa33e32fe8814de201f0ba423355ed0ab8585ce,2907,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21122;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcrtomb_test.cpp,9d5b3ab6f2f331f136ed88662c03b73945f70bf686afcec8128fded0c9db99fd,3662,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21123;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcscat_test.cpp,7a193ca7cedcc4c0a5ffd3d2b94c17be244f6c286016a981eb13c385352e6dce,1511,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21124;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcschr_test.cpp,5f6714ab7348c529ac3200e9adc5c632260e4bdb05683cf09763346ccbe9536e,2247,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21125;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcscmp_test.cpp,6bf88b5b6c1a8e564e46d9e2d776947f04472ad7454a63fa7c97c73258fe1d45,2899,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21126;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcscoll_test.cpp,9a831b494698f0d2f3f769a1bf4cdd04889ecd8540e428ac22812038bf87a7cb,3911,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21127;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcscpy_test.cpp,d79a70fed25057d8dc6030b57932051573c308f7dda76403ccb68731e99ca82d,1493,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21128;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcscspn_test.cpp,9348c5c4a0fd62008b774c49a4961cfc6731dc742b76b5de68beb540535070df,2828,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21129;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/third_party/llvm-libc/src/test/src/wchar/wcsdup_test.cpp,9abd4f96722d5d976f8e8532c03768d98e5438551cfcc8c451d1c2afb61a5778,1498,0o644,vendored,vendored,src/third_party/llvm-libc,.cpp,PR231-F21130;PR231-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
