donor,path,sha256,size_bytes,type,file_type,language,classification,authority_status,symlink_target,semantic_record_ids,surface_disposition,surface_rationale,notes
l7-protocols-master,testing/data/skypeout-a-5,448c14a843f70e19bfd3a7ded77725228618642d266005caf35c20c93fc98fd7,36,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-a-6,192580f209fff3827e41821db8198314c52b9054b87ba20e90828d09236a2fc4,44,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-1,2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881,1,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-2,5dde896887f6754c9b15bfe3a441ae4806df2fde94001311e08bf110622e0bbe,2,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-3,74ceb498090ca6df1a0d8a4e6575dc353a134988019d8b3b42227f51d7793331,10,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-4,616c480559997c6fa086a16bbf52cdf8982726e6349fb448dcd01bc00b0f7284,18,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-5,6ba1e68c8eb8bf44bc4cf1e95f7de311ced40d1e045af7eaadba64d0a766aecc,47,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-6,62170d95607286add981f820f4d2cb2f73b63b04d7a4fdda65f454ddc745c382,76,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-7,bdded6564f0df52dcd40232bb4cd62e4aa03f4e41b8a2ee9c33a775c35d1cfb5,105,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-8,7b7c392706b8ed47de5cbe8d488cc4b49da59945a74ee2d2c7af2d394c4f5a03,134,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-b-9,e2302fda871301c817e643a9c82859be1b8abe94d9e9de31c345a36374624036,190,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-1,41dd628ada3b8d42500d0aaa910ff07e90c91640d476423e32e9e3673259c561,9,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-2,5ca5d24bf91b2481c00075b56438a5ac18875abf7eca17c5aed37651b8e58ee3,18,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-3,098431afc0f30a313ea2daf2be408e6469e0136e25f06116d8a2b2620254b471,26,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-4,aca928e3d0cefad5cc944cbfefd07484c4328d054823bb2bac650ae73b893ed6,34,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-5,22c189b6e6c6b50d5b6a0be45b6397a1c3828246018d4f5b6d8ff699897ad45a,63,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-6,bd629103139be08cf4434963e7d3f6a35e2371a66c5a4b52b2f28663a61163a9,92,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-7,310ae471f38d22d7db7cbca89b851da0d34d1a13988269eb34ccddf4d089dfdc,121,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-8,7e3e15cdeca5ce4d768e50af51fe095efb596e8ef02204bb0daf16a5fcb7135f,150,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/skypeout-c-9,57718453510eb2af464c0e24619ae3988182b9c9ea82d95eed1bc70eb5fb9e20,206,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssdp-1,efddb85db4679e9c3a4029e13a8d2d2f99dc03c9d75c44ce23f98fe511e51f91,302,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-1,8a0a5e3301dc5939efc060887b3071db3d1446087da8d718dd0bb091aec64686,25,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-2,e238f0ec64e7f9d880ec08f5f5adc440c42eff0c27f58aca9f27d9d49b9d1c51,687,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-3,0c0c65c596cdcc3c809d1b6f3f14f42b2bc5b5d1f112c59636995a569a02137d,1222,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-4,8713bebb29369c05c31529b4492d66b30426dcc30fc45e27835ae16f1344a424,1250,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-5,b13d0e0f61ed201e999ecb32d84cc23c9e4b59bde73181386ec281f69a203401,1400,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/ssh-6,a564dd1fb0b9e095cdd996b8d7ce4fed7cc2c498cd274d5d3d65ccde466ca881,1538,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/stun-1,ec8c8b3f05e9e982756c518ab20208d17e222315a9105d36562d4e48379f29be,16,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/stun-2,ed4d678c7e3f64b26abcf7df12db3d2e0dface9113e99a3531b396fc5e44c9f5,72,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-1,4ad07d49753ec88596c5b28c8631bd44e3a75bac1e8372401ae8720a4ef8c33c,105,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-2,cc438ac4117ed42eb12447f8b7a6f0324deb492040cc1ac24f41ac0c4575e0e0,1385,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-3,22c296069b5aaa363af3af090207f3d1cead2b5a34dd6831586fae723ed5f300,1489,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-4,df051fccb6eb9fd4049dcceaeb95900ad39d27cadd0052c2ec6a6ab31078b109,1687,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-5,fc6a48bf1c2e5d21c51d33fbde3c683d772286b60ffb826a740ff843fae5d8c1,1746,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/validcertssl-6,84d1e640ca0f8b44c8374ea4005b40031eb0532730b66a37edd40e142224023d,2048,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/winmx-1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/winmx-2,1d95722a36d8f7248958ee2e11ba67e49be7e77177607694d9129903d5b24459,17,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/winmx-3,bf39b62a6787bc80df1645aca3972dcae97289b9f8c42642c9f056e9886b3a14,285,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/x11-1,ad33d13d6bc3bd05c9957f130811a989dc0b75035ec695d3cb29ec3dfc081602,12,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/x11-2,c420a9545b06b14f77aa0715cfe58f922e21d3910b41ce0380205e3b8598d5d5,416,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/x11-3,28326417463889ac5e242b360e47f548ca07989bd68f0a89f4169cbb35767985,480,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/x11-4,b91583cd916d29888ba43cc17cd02f7e1687778e844102a803bd1248fc487015,1928,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/x11-5,c4502b07de3b49a5daae8026ad0b2f42ebed462bc2c7f6aa2caefa7791165cc0,2048,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/yahoo-1,52fe0132057455027478c704202a4f53a704c0504a4feebed48b42eabeca5d69,33,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/yahoo-2,15bb86c476108d3c0b78fb1fd56d8ad47a64cbe39ee52115012a0de2c4395b46,149,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/yahoo-3,681d7ce7b321cfcb091dec89d8bb40b2b94e5c67b4400008ab9d07649e947428,321,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/data/yahoo-4,6a2ad8f15f785c63b21be8fc6257315c08872d4701bd51b67c32cf41bbf0611a,1050,file,file,other,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/doallspeeds.sh,5fceb59703ed318926d55c14d6483d60725170202fede516c4c2152e544ee2b6,728,file,file,shell,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/l7-parse-patterns.cpp,d19151d9fdebf747e86c11bbfc4f7c59a354abb2a8e9f2d8827f7e1cc78e6b6e,4866,file,file,cpp,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/l7-parse-patterns.h,5728029cc86001f6256df1ede103ada3314314e3bf573ba0dc1f4492f1e6b32e,829,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/match-kernel.c,9386c8e4591fc2c73db56a47d390ec30e982b647f0f5a98c99b62a7fb8c3d462,3016,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/randchars.c,301cd46b17330d5ba2066f3fa36ea2232fa32160dbee49170fbebafb39e8e6a3,209,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/randprintable.c,3c3bde14c7fe50812ae7521d9ec1bc5c3c186f16d502d6c9fc79e298e077ab9c,263,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/regexp/regerror.c,90699113569117dc4ad6bdeeff2c429d06f616adb6dca457b8cef8900f218e44,88,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/regexp/regexp.c,be5b9006df4851eed729ecec15e83289866c372e6848d58d651e7bdcae577a89,29153,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/regexp/regexp.h,8c06368c91d286958a8505ded64bbb6ec611e9d293057bb476abda844b522596,689,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/regexp/regmagic.h,02feed0473cc459aeef7ec04e0cf023ce88781d699942f5d4da320270cbdbd60,153,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/regexp/regsub.c,ce85378aff0896c5d4a3a267693c752fcd3e95db36ad93231be2047bd975298d,2260,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/test_match.sh,d035ecefad634d8f2ea52e20e1821352e990efbedc8b296262017c9c07a59780,1960,file,file,shell,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/test_speed-kernel.c,2d7596905db60df568b5ccadef91916f34c03028b1809ad2323b815904f5211f,3098,file,file,c,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/test_speed-userspace.cpp,50f7791b178cb947c7e5498886c7764cd15c1fefa48379236f2d624d3a8aed61,3842,file,file,cpp,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-protocols-master,testing/timeit.sh,8a211785525513f519f833084a68ed0a33e6db54e640bab869d196ac0d65d1bb,3519,file,file,shell,test,derived,,BASE07;L7PROTO003,reference-only,Test corpus/benchmark methodology informs regression thinking but is not production behavior.,Focused semantic link(s) plus base accountability.
l7-snake-main,.gitignore,0d517fc0a3559729684350392771cc27f5ee70a7793e57878690ddf8cf3b13cc,56,file,file,other,repository-administration,derived,,BASE08,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
l7-snake-main,Docker/Dockerfile,920728868d591d67fc69c3e03b8f4325b7eae4a66cbf7677d1c171504f21c860,47,file,file,other,deployment,authoritative,,BASE08;L7SNAKE002,reference-only,Deployment examples are accounted as operational evidence but mismatch LumiNet product/runtime ownership.,Focused semantic link(s) plus base accountability.
l7-snake-main,README.md,4cf075c68c480b0331dd83ca19b73a0191ff0e254e164591a0669e931321f37f,2804,file,file,markdown,documentation,descriptive,,BASE08,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
l7-snake-main,banner/banner.go,183b725a9dc327b3ceea6f76acef58bec6e6460f91011e7e24cc8d1e6b1d4b5e,1267,file,file,go,implementation,authoritative,,BASE08;L7SNAKE003,superseded,Bootstrap/config/status transport code is donor-specific control-plane glue; target preserves only typed health/freshness evidence in its existing planner.,Focused semantic link(s) plus base accountability.
l7-snake-main,centraldata/centraldata.go,e2c30fdb95406d16016e82e5559536731fdaa2187b50331596d38d3e5848d8ea,1024,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,checkconfig/checkconfig.go,f3fcf39caeac617681db79c46aa823bc45b28111f1961fd0e5c42ab03e48d989,3336,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,client/client.go,811a9ca5ab4070deb0768ee44625c5595e9b065c69eb63747f92ab1a8792955e,3278,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,configchanger/configchanger.go,6d2c7a1833fe22426b8fe11dd7a2ef3b2534e5dc293b2da5f5553fe745a749d8,657,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,configstruct/configstruct.go,a65ff38ce9ccbc9ea2746dbe0fce68f57459e3b6762a7bd2c10381911efd6d0d,2249,file,file,go,implementation,authoritative,,BASE08;L7SNAKE003,superseded,Bootstrap/config/status transport code is donor-specific control-plane glue; target preserves only typed health/freshness evidence in its existing planner.,Focused semantic link(s) plus base accountability.
l7-snake-main,kubernetes/create-deployment.sh,19bf3f89cc981d23d19f321253679b25d982550bec2754fde6bd7b26c3755e83,425,file,file,shell,deployment,authoritative,,BASE08;L7SNAKE002,reference-only,Deployment examples are accounted as operational evidence but mismatch LumiNet product/runtime ownership.,Focused semantic link(s) plus base accountability.
l7-snake-main,kubernetes/snake-chain-dpl.yml,2cd20e88c8484150e610fe96db9d082c6be0becb588437c3c1eb241a29ca2be9,1262,file,file,yaml,deployment,authoritative,,BASE08;L7SNAKE002,reference-only,Deployment examples are accounted as operational evidence but mismatch LumiNet product/runtime ownership.,Focused semantic link(s) plus base accountability.
l7-snake-main,kubernetes/snake-endpoint-dpl.yml,2f6e7ba55f0ce94afae4b034f9aeffbed674d0191524cf961862be6c64539c91,1255,file,file,yaml,deployment,authoritative,,BASE08;L7SNAKE002,reference-only,Deployment examples are accounted as operational evidence but mismatch LumiNet product/runtime ownership.,Focused semantic link(s) plus base accountability.
l7-snake-main,kubernetes/tmpl_deployment.yml,d7a5978f69da43a1424f5fe159156fd00477a3e7208b40f776f8ee424e05ae18,1263,file,file,yaml,deployment,authoritative,,BASE08;L7SNAKE002,reference-only,Deployment examples are accounted as operational evidence but mismatch LumiNet product/runtime ownership.,Focused semantic link(s) plus base accountability.
l7-snake-main,main.go,40dff7a40fc6054b70b2806bb02e934b1fbb0d8d3b669a2cf04d6e79c8f2de87,1108,file,file,go,implementation,authoritative,,BASE08;L7SNAKE003,superseded,Bootstrap/config/status transport code is donor-specific control-plane glue; target preserves only typed health/freshness evidence in its existing planner.,Focused semantic link(s) plus base accountability.
l7-snake-main,pictures/example2.png,83cf86048410f28620dc0f9714e5a727724ee2dadee1727f5c156e7ad23952a6,49296,file,file,other,media,derived,,BASE08,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
l7-snake-main,protoraw/status.proto,2f7b33783ab760042a8978a60b3a3ede4baaee8566880aa391e4cc0b839e7895,422,file,file,protobuf,implementation,authoritative,,BASE08;L7SNAKE003,superseded,Bootstrap/config/status transport code is donor-specific control-plane glue; target preserves only typed health/freshness evidence in its existing planner.,Focused semantic link(s) plus base accountability.
l7-snake-main,pt3status/status.pb.go,12111043e0a4fc3911ed0c3428067fd542ce39099769a841cc545ed8f7b0232c,10031,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,pt3status/status_grpc.pb.go,4ee9c437707d873a9636b3cdbf1454ebb29b97315eaea51303f2bb0dc360ad96,3407,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,server/server.go,953b33aa2a474e96e473f18f9089bda9b3df1212aa350a9b73dc16b4af887ccf,1849,file,file,go,implementation,authoritative,,BASE08;L7SNAKE001;L7SNAKE003,recomposed,Health/status concepts reinforce explicit target mesh evidence; donor server/client topology is unnecessary.,Focused semantic link(s) plus base accountability.
l7-snake-main,slurper/slurper.go,e4072d1d4c93f57c72a436af8e9b056bb6d7bc2f7ff21a097eacfab876a4bdea,789,file,file,go,implementation,authoritative,,BASE08;L7SNAKE003,superseded,Bootstrap/config/status transport code is donor-specific control-plane glue; target preserves only typed health/freshness evidence in its existing planner.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,README.md,0f358abe0fc6d05d7b5bfb097e7b98e7a2edd399a46109c2a691d5fe4ee585f3,4335,file,file,markdown,documentation,descriptive,,BASE09,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
LACUNA-Chain-main,build.sh,c2ebb5e9efd82ee96435d59b27ca587fc4b140ee22a1efa9205f523f6051e34b,1231,file,file,shell,script,authoritative,,BASE09;LACUNA002,rejected-with-reason,Shellcode payload/build mechanics provide no acceptable target product value.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,lacuna_chain.c,3fa503bdc511ebe8214d5869b6a7c3d86dc7967a3693efbb8bc90d80d2b195ea,44525,file,file,c,implementation,authoritative,,BASE09;LACUNA001,guardrail-derived,EDR-evasion/call-stack spoofing is outside legitimate LumiNet runtime authority; review also exposed a stale target StackSpoofing export.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,lacuna_sleep.c,bb5a9fb05fb5e3aac18f011ce92b8354ba393655a34ace3c97f4b8d73c269fb3,24304,file,file,c,implementation,authoritative,,BASE09;LACUNA001,guardrail-derived,EDR-evasion/call-stack spoofing is outside legitimate LumiNet runtime authority; review also exposed a stale target StackSpoofing export.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,shellcode/.placeholder,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,file,file,other,fixture,derived,,BASE09;LACUNA002,rejected-with-reason,Shellcode payload/build mechanics provide no acceptable target product value.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,shellcode/msgbox.asm,1b088fbe735ff6859e0863a4c6e83571fdd18278fe92f19799838de9e23c4d14,3430,file,file,other,fixture,derived,,BASE09;LACUNA002,rejected-with-reason,Shellcode payload/build mechanics provide no acceptable target product value.,Focused semantic link(s) plus base accountability.
LACUNA-Chain-main,shellcode/msgbox.bin,b25b3c088edf6313cd6d9932789b268bd500410c8cc0b1d3fd0cb90a4ad8e947,324,file,file,other,media,derived,,BASE09;LACUNA002,rejected-with-reason,Shellcode payload/build mechanics provide no acceptable target product value.,Focused semantic link(s) plus base accountability.
libkcp-master,.drone.yml,ced53adbf3d0c95ff3e47a1ec39dbe0742ce1a67d1ea6dc89d3ebe5ef340823e,88,file,file,yaml,repository-administration,derived,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,.gitignore,0a44bd2b8e7c35cfad385b8f440c3ec6ebcf8bd10248cf5925d2ceacc92f8078,7,file,file,other,repository-administration,derived,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,.travis.yml,668025179686c226db0aa48ab94a5596f1a0a83bb7f0994383eff476582646df,79,file,file,yaml,repository-administration,derived,,BASE10,reference-only,Supporting/package/admin/media/fixture leaf is explicitly retained in donor accountability; no independent target mechanism is justified beyond its donor/context record.,Explicit supporting leaf; base donor evidence only.
libkcp-master,CMakeLists.txt,137b083208b3507fdce05eb023551e2db4e30125a2084f39218a09f92a971924,493,file,file,other,configuration,authoritative,,BASE10;LIBKCP003,reference-only,Server/build/test harnesses corroborate KCP behavior but are implementation-specific and unnecessary beside target Go KCP runtime.,Focused semantic link(s) plus base accountability.
