record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-39433fe7716a55e7,Aether,quiche/fuzz/corpus/qpack_decode/b0de7fc0f0a12e637a923ec311d3ba65fee56ec1,e8b0cb1f0b5e66750f4764090a9cd42b16d9550c763ba9195dbbadf704252303,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-39433fe7716a55e7,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f3d82e5718036e8a,Aether,quiche/fuzz/corpus/qpack_decode/b1311f7125e322381da006ae3991ef928b1c12c2,afbbb6c1cc02c1abcab37f370327a492b8ffca99bd9954deebd1bf58560bd6c9,3467,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f3d82e5718036e8a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-03e70c8c2587f132,Aether,quiche/fuzz/corpus/qpack_decode/b1d09cdd023a54e2c8f72543aa708a3475616f4c,5d1c686463f3007fedd5b4003bf072c1dccf81582bc65183b087b5020923705d,5,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-03e70c8c2587f132,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-44b00e3650e3f07a,Aether,quiche/fuzz/corpus/qpack_decode/b263d01e7377741208d47f336b55c1de3483b92b,eb2aa8883ae42b7cd6c0fcfb18052326e170993d69c12078a384227ee4d116d9,6,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-44b00e3650e3f07a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b3db7eb00b398b7d,Aether,quiche/fuzz/corpus/qpack_decode/b38399105f4443a12dba47d418dc78ccbd24109d,7ea9c03406ba9bd78a21a40daaa72d6a16c56e6eb45a99bb07d75ca3f1d4d9db,21,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-b3db7eb00b398b7d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ad20520d097d2cc5,Aether,quiche/fuzz/corpus/qpack_decode/b41a01d7b99accec5c5a6ce7576aca382cf75119,22018b8a8651ce6eb8e546fbef1c766dc21a01ae96fe0166993e3f10b3c132b9,4772,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ad20520d097d2cc5,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-abd657165b046c5c,Aether,quiche/fuzz/corpus/qpack_decode/b4adebf3bcdd142c18f42f9b0459c0cea1f0c467,8403daf6ab5780d2572702caab59f9acbe90fcdc64383928e1e32fb256f4aeac,5,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-abd657165b046c5c,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-35dcf3ed270fbfce,Aether,quiche/fuzz/corpus/qpack_decode/b57f34aaab6de1aab5122a61ed8f846bbf6c5642,ff0515022b81803fe6175ff49498fe092e20127f8073dbceb3939d022016b8e8,258,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-35dcf3ed270fbfce,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-926949bce689101a,Aether,quiche/fuzz/corpus/qpack_decode/b5fec54532c025742fb93ce25fddf10ba3f08f4d,c508a3ca98f5de261a5aedd177f9cb21c1747673022b8b3427a0ef2b14039dde,110,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-926949bce689101a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-c715c205846d2ae0,Aether,quiche/fuzz/corpus/qpack_decode/b7192eb614717661fa79c26d0f77afd4e6c54fa9,ac497337f95ef26de2d88fae3b84f6a07408e810e159d13199fd194191e69b14,6222,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c715c205846d2ae0,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8517a27bfa7e2807,Aether,quiche/fuzz/corpus/qpack_decode/b7a1a4bc4a093456dc2c899317ecc5e86f65f694,1a38c8a771b835be97c0120bd97c1ffd0216dc9c105a628bcfb68f1d93ff8ac7,5243,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8517a27bfa7e2807,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-630cc619d9c5f886,Aether,quiche/fuzz/corpus/qpack_decode/b8ae903b8170bc36cc86faae9f1a51ec7fe2ab67,996692fcacee855253de5d29f1af7766273e49ca0bfad8639a92fff3a6aa0c11,561,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-630cc619d9c5f886,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-99ae005d6892e9c8,Aether,quiche/fuzz/corpus/qpack_decode/b8f08a794900413cd882d0d5ff73da15be3fa33b,57f431fc0dd48ebf65a057b555ff132cb29f6b16770bc75a8756ceadd7c34c3a,10,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-99ae005d6892e9c8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-eb7b71cf0f9fe80c,Aether,quiche/fuzz/corpus/qpack_decode/bab08480ac09fca88d50a3a6ebd9369789436df7,2acf6325e92cd5759f3ac2dc554905f277160fc43f2217e53a9522b2c8bc2f84,28,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-eb7b71cf0f9fe80c,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-6a75d64f8ed39912,Aether,quiche/fuzz/corpus/qpack_decode/bae73a3a1dfcd41675ec68a4e2e00c08cb9d103f,b2a175e11dd255ad77b09320bc712f941e59c820229c3a91bb08c43e1bff2610,12,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-6a75d64f8ed39912,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-c0ff7702cb122edf,Aether,quiche/fuzz/corpus/qpack_decode/bb37646472a1001140900a18c1cbe31dad54cff8,d67e0f0bd26c72833abdd8699658ebb450269c14984a6f1116b5dba9419e40df,2445,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c0ff7702cb122edf,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5e2155cdcb5b273c,Aether,quiche/fuzz/corpus/qpack_decode/bb5ed80add79653c6661542d671bcce98d3889d4,d337a8105edcd077c9d01d677eb371907025fd9abcffe648db74d12b51f0cda2,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5e2155cdcb5b273c,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-69fb74c8b867d681,Aether,quiche/fuzz/corpus/qpack_decode/bbf125e3d33bda159f9f9b4e318dd705eb908be4,79b27884e1a5bc1e9895f6e22c4447e5e85c07ec2b5f3e2df3eaca952392699d,71,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-69fb74c8b867d681,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b2767ca4a6cec959,Aether,quiche/fuzz/corpus/qpack_decode/bc99521495d07c760b178be214dbe76c785c04e1,df4ac2b7d0447d7b6fd615b63c32495aaada8497efb57a030ee0d5ce4b5156c1,22,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-b2767ca4a6cec959,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-c36ee5321c23c03e,Aether,quiche/fuzz/corpus/qpack_decode/bd2d52f89d69b32d09f184083426967ad9f381d8,f2ccfdd5e02c5e824d95a70cc896faeecf084449fde34ee92ec9ae5e52c31a5c,13,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c36ee5321c23c03e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8e915f3c27485b46,Aether,quiche/fuzz/corpus/qpack_decode/bd2e9f42f6a2699407a79222c720838a4793b995,4cd4d1248ea03cd108a8bdbcddbd8a4f1aae99e717aa56d4e99392cd02ab1b96,62,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8e915f3c27485b46,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-2ef31e3ca58b0a8a,Aether,quiche/fuzz/corpus/qpack_decode/bd325815b5404905ca0fdd7f47f28c44f0faa0bc,10329dc060179f61b726875c33d011609d4148922cf04021f6fc7a28c2b5dc04,4,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-2ef31e3ca58b0a8a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-0229620047bbc742,Aether,quiche/fuzz/corpus/qpack_decode/bdd67d8ea81d71c006ce01965def97baac9b8b30,7c06496077bb8d1ce798f75933d54fdfdda12f543dba10561b7a28a4a58319f5,15,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-0229620047bbc742,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-194d389f77fb52f8,Aether,quiche/fuzz/corpus/qpack_decode/be369ae091d1dd411891012d33e39e5caa74c254,bcb588e4adfb9a3e0eebc40730864d22dbf81323016242a30960a2e230a2c0db,5,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-194d389f77fb52f8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-30c61eae5bf8a240,Aether,quiche/fuzz/corpus/qpack_decode/be634c53b3cea35e47f187f7c42b93f8c9d8cca3,f61bf47ff2a2dacce6683732975ad7beb40dc3c59676e50757056e1842bf062d,38,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-30c61eae5bf8a240,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-96ae15ca91028edd,Aether,quiche/fuzz/corpus/qpack_decode/bf0b4be468118ff162c33029675d56668211b462,5b4e893568a14fdeef3b2ddc6763fb62710ac8c959ffbafd72122585d2e06503,50,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-96ae15ca91028edd,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-12d00bcde3f0838a,Aether,quiche/fuzz/corpus/qpack_decode/bf50fda7e279d4ba9d6a05d93901a6bbe15ea947,f0ed6fcd0b775d4cb0c605d47aa6c6793ab0b576e45b84ad76d1d958465b54d8,9,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-12d00bcde3f0838a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ad1a3a67b5c71087,Aether,quiche/fuzz/corpus/qpack_decode/bf6d8aa8e500d7a9073f85828c07ba251275916b,4be51327564bec8bae0083e02a04ae6b67406643d86067827bac395772dab537,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ad1a3a67b5c71087,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1b0448fed439354b,Aether,quiche/fuzz/corpus/qpack_decode/bfdf1777f0f8441d701e7b43393c54a312febf2d,1cefe8cc8a5b63f185a54f1a296f3e05d9225cb65ed861706ff06e09be417e87,9,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1b0448fed439354b,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-a012e766d36b7941,Aether,quiche/fuzz/corpus/qpack_decode/c009fd7d1befae57f93864e16bb9b5bcfa6ae9f5,6a5d920eb1f3b68dcb358ea582cbff371a09d1d23d210d10d15149c5c6ac7a8a,38,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-a012e766d36b7941,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-bb4ad5f55a2eb744,Aether,quiche/fuzz/corpus/qpack_decode/c05bd3beca3e67327fbb170b3b805b3172d3826b,3b4e61561b25e33280ea4e80590696240cb535ca93fc0f9ac2c1d9dde1a4d4b2,7,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-bb4ad5f55a2eb744,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8d940f21b7b49643,Aether,quiche/fuzz/corpus/qpack_decode/c077e58eecf841678475e04619f6bd11e9c3b68c,310dad580f0c7affa94ce35f8670e8b171489909544dd6ed1f13d1facbb6f784,6,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8d940f21b7b49643,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-87fc1527ecdb716d,Aether,quiche/fuzz/corpus/qpack_decode/c139f15ee43ad0fd83264c075e402e0226c95bdc,b3d97f4e8ab9672172c7d4e4b728b19ee5ab2dee0c5a2e97a2526e71ed3150ea,310,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-87fc1527ecdb716d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-43bef41481598124,Aether,quiche/fuzz/corpus/qpack_decode/c1a25b34c0e99d81ee6026178aa0807cd4bf6ba1,04bb3b46312c5fac14a0302041d693f37f050e31831d27d9831ae594cf32f2f8,239,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-43bef41481598124,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-152d667c6a28b142,Aether,quiche/fuzz/corpus/qpack_decode/c266faa97ba32e1a949c0e34642b693ceb6b0c3e,99832986afe4d3ed067adadbef5d4ad1ba040f7711f1944d0e5c229f55d91da8,6,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-152d667c6a28b142,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-be103458b4b4a1d2,Aether,quiche/fuzz/corpus/qpack_decode/c29957a6ea93068d69e5b295b449e32e39f9d3bd,dcbb936fbca101ecaa7fd02e5357f590e1f1cdd8e6e718e3077b01e2261010b8,13,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-be103458b4b4a1d2,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b044a4f1a85ba13c,Aether,quiche/fuzz/corpus/qpack_decode/c2f2b439a801150d252ac21ad3f37ceeff6749ee,457678dc9c1869160d4345a22f833b3a686552720399cf8b0fe9fe26ac466e28,12,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-b044a4f1a85ba13c,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-46517d55c92049d0,Aether,quiche/fuzz/corpus/qpack_decode/c33d203581354863b8637c4af392aed515156cd3,c632194dcd1eb68657a00947907d763872b6a32b6e65505178473091130e5e01,90,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-46517d55c92049d0,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-123330a2a1bc5500,Aether,quiche/fuzz/corpus/qpack_decode/c346659b93d44e967540e0104fef951063c9b4c8,bba103b86dcb23aea680c27b3ef9bb4b0e87ea7c1285f984baa03464ea306ac0,1295,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-123330a2a1bc5500,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e6de67e03c94b9f8,Aether,quiche/fuzz/corpus/qpack_decode/c358aaee2cbbe11ac133f251d7996cbe4aa0b502,d12e61097345a19bc7ff287389937d3a3a57e30f1c009a177531d69ede5ff088,11,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-e6de67e03c94b9f8,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-37feda1b440a2405,Aether,quiche/fuzz/corpus/qpack_decode/c36ce5443dc6a46f8829f8a296564473df9bcd5b,904a6973d8b757b4a12c25f681c7e348e85758cafefc67492f1d4b69ce953e71,5,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-37feda1b440a2405,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f7b469ea36de7d07,Aether,quiche/fuzz/corpus/qpack_decode/c3bc9d59140ddc24678e90b639f4e5cb2208e11e,ff2adcbe62f42cd2ce04a4f05d87c216fdf8f226b941ad0acffc9fba53b7a007,354,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f7b469ea36de7d07,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-9548758b9d39e15b,Aether,quiche/fuzz/corpus/qpack_decode/c3e0960a53074031f799c73884bb36cc4ca3bff8,7165695f4f6ed171a6a9155183ec7137a91eb8e07e5b36aed2ba8d6136058f97,98,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-9548758b9d39e15b,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-50f30e829f18b785,Aether,quiche/fuzz/corpus/qpack_decode/c4085c74bc372c61cfa049de76938f59ae15026d,16cc20c00a85ac27d444c3df0f0953d5b67a1dc6e7620a95f716683fad30a3e6,30,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-50f30e829f18b785,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-06592fc3cc700aa3,Aether,quiche/fuzz/corpus/qpack_decode/c47497efd7175919cf755e3239683f59af8f014b,3c84865beb8aa7d78d7c8a625e6a81d3f1cb5d0a2273fd5450328ab40cadb837,3,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-06592fc3cc700aa3,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
