wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0197,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/c,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/c/i2pExe/I2P.rc,adaf7e55684ca052b2762121658c8431c8e2dc8716b0fc9b86011779f33658e8,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0198,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/doc,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/doc/LICENSE.izpack.txt,f41cd938757b5c1930a24ef8319963175d10dbbae80909fbf2e85875f654b1b8,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0199,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/java,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/java/src/net/i2p/installer/Copy.java,ba1dbc11335ff3a1a53b7d47fa8475c88c2de8c5ec0bf146fcc29957012bc52d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0200,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/GeoLite2-Country.mmdb.gz,77ee81ab597a5d91c8fa6696db44a6a578df3fd3b56b816686d7cbde9a0439fb,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0201,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/man/eepget.es_AR.1,d969d371a1da6f978d62639e42a73bdfd72500bad98d5cbce73f966cf3b54c5a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0202,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/wrapper.config,3c3867323e6c5973a911e42913f918b5d566b9b4b007d236d43e961fdc8f7e58,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0203,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/.externalToolBuilders/router-makejar.launch,10766d2f7aa3d0306ab645fa3febd29263cb4c80d29bce09acb34377ff8d3b56,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0204,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/net/i2p/router/Router.java,c991035af133e17b5154e329a154801470522f1243e00f24641a7862628b47b7,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0205,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/net/i2p/router/networkdb/kademlia/FloodfillNetworkDatabaseSegmentor.java,1e8928914b6d9df2aa14020804f59b30feed2dd16914f01e29ecdb72b44d566a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0206,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk4,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/net/i2p/router/time/Zones.java,3fe9cf6bb386f5aee8e1ca445007cc1f126209476d6128d2f87929d1eca0424e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0207,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk5,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/net/i2p/router/tunnel/TunnelCreatorConfig.java,5ef54f1f5c3d4b316ef42d42c70e44e0b18eab1752d8b8305a66a1316fa739be,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0208,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk6,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/org/cybergarage/http/HTTP.java,4bf5ebd1a9235077beecc5d420665f81f4e4ec236f85f03dacb7cc87d6239108,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0209,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/java#chunk7,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/java/src/org/cybergarage/xml/Node.java,b239a188110e471fcf56536d7fcbcf440fb31d24b0b0052e88ea0a30b599bdf9,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0210,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/resources,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/resources/continents.txt,36ea387cbfb49157101dd8316bda380e5fcac297bd0f41906e0bf5b38c78ac4b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0211,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/desktopgui,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/desktopgui/locale/messages_ar.po,66c67ee1d045cf9469bc47f30e1772b7a7c6ecdb314e1c0a0b61ccf34ea75292,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0212,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/locale/messages_ar.po,86cca36b03a257938a885726952c3bc5692e4a1c2a7af9f8b0e71cd7cc97a506,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0213,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2ptunnel,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2ptunnel/locale-proxy/messages_ar.po,c9babe8253a715ceacda1157512d72a092913cb11c5bf1d5a41f9f27f3c36591,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0214,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/ministreaming,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/ministreaming/locale/messages_ar.po,bf2a3142dafe2dbeaa8b25c41d82bd31f2e63f118fa25b215563da64da01e770,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0215,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/routerconsole#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/routerconsole/java/src/edu/internet2/ndt/locale/Tcpbw100_msgs_ca_ES.properties,565e5c44f312e0fbd134c9f6a1b7334300932cc9b100aa8c78189cbe498b27b0,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0216,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/routerconsole#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/routerconsole/locale/messages_en.po,426091321e04e3c891125e1506185952a867bce73b8cf69ed20ce585814c10a8,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0217,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/susidns,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/susidns/locale/messages_ar.po,dab9d25704e591ce601dff3530d0943ba2051b766eaed0609a46d8398fa28d66,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0218,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/susimail,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/susimail/locale/messages_ar.po,32a9aa64ab9afd95baf91748b4aa8602673ffb43d0db8bef57dc70183c05f330,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0219,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: core/locale,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,core/locale/messages_ar.po,ac3504a6ccdb130b04edf27cbb671dbcbd1b8f46102d673e590f2b091eccdbfe,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0220,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: debian/po,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,debian/po/POTFILES.in,36eff6832e0c28a4d1884b716cf4e3f285eaca52eb2b423f125a5cb6e42d691f,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0221,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: installer/resources,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,installer/resources/locale-man/man_ar.po,4429253383239b8590082dbf7571a1520f708f1aacb0762c338a08156b7f0430,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0222,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: router/locale,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,router/locale/messages_ar.po,71bc3d07b2f4be758816ab8fc26b4541edc20cc13bec5b34a9e037e1b8678569,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0223,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/desktopgui,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/desktopgui/images/itoopie_black_24.png,e356086fb35f7c01f601d9049d48050034b36d2f733873264888c2553d774fa2,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0224,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/resources/icons/application.png,8137df5fbc7d400f930bdd8d17cacb503790c30993548cbde309d5c425001f7a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0225,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/resources/themes/dark/images/torrent.png,bd814b585fffec3616e5a9f4449830dc6592e0610eba8e2e370af3d183499263,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0226,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/resources/themes/ubergine/images/first.png,3cd997beb5365459307e6e2d13576a3c187c503bc74ea80b38d0c7401c99687b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0227,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/i2psnark#chunk4,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/i2psnark/resources/themes/vanilla/images/torrent.png,b35a9cda5b566c5eabfaef6a9451fed22dddeedafa450545bbe5a1edc4287aba,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0228,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/routerconsole#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/routerconsole/jsp/themes/console/dark/images/chart.png,12919387a5ee21ddc786f04e5c9f2f4e8c98c8dc7aa0c8f2e02fa2170355e141,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0229,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/routerconsole#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/routerconsole/jsp/themes/console/images/info/blocked.png,7a577c275025fcf56b399e4ace8585015016437bbc034ab6363f9980f6d6d853,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
post-refactor-4d,PR141-M0230,n/a,CG-PR141-ACCOUNT-i2p.i2p-master,i2p.i2p-master,surface accountability,complete donor subtree accountability: apps/routerconsole#chunk3,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,apps/routerconsole/jsp/themes/console/light/images/move_top.png,f2e189c109422117be20b6e6bf45f1845aa8625b7d63c557e7996ff5477bba45,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,mixed: public-domain core plus BSD/LGPL/GPL/Apache/other component licenses,low,n/a,high,reviewed
