donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_232_review,post_refactor_232_disposition,notes
outline-client,src/www/assets/logo-nav.png,de7afdce45007acb6228dbfa90444126a0ac1f8d9f5dd9be1c4f9c3b405f8fa8,3240,0o644,media,derived,src/www/assets/logo-nav.png,.png,PR232-F00350;PR232-M0062,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/assets/material_icons.woff2,a0978f671b02b5ee230224a367e1b53c3f4f1bc6627a03dfc50359d0b5d40e1d,127500,0o644,media,derived,src/www/assets/material_icons.woff2,.woff2,PR232-F00351;PR232-M0063,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/assets/outline-client-logo.png,a57601f3c242118d3572a7296848525a6ec1d251374abd316130a518bf79a20b,937,0o644,media,derived,src/www/assets/outline-client-logo.png,.png,PR232-F00352;PR232-M0064,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/assets/outline-client-logo.svg,4311f5ca83b25f2301d3849dbbbb099177b71778762ce69336d88792e4fa68cb,2007,0o644,media,derived,src/www/assets/outline-client-logo.svg,.svg,PR232-F00353;PR232-M0065,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/assets/privacy-lock.png,24a29f9b9aa7246ee6f8907741cdc0b6f51279515462301b620f6dc57e4ce8f3,32285,0o644,media,derived,src/www/assets/privacy-lock.png,.png,PR232-F00354;PR232-M0066,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/build.action.mjs,6fc66e08c9754c685d96f8831bc6d0c3f6c305d73602115c6660d7b34a2c07a8,2348,0o644,operational,authoritative,src/www/build.action.mjs,.mjs,PR232-F00355;PR232-M0067,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/favicon.ico,244a0de38fa634208bc7d2391b0577cf82c91c656097812160daa61c2cdf21e5,16958,0o644,media,derived,src/www/favicon.ico,.ico,PR232-F00356;PR232-M0068,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/get_browser_webpack_config.mjs,44810f9b146993889535c3436926720df32299ef90e99b2900b99fc8ddc6c90d,1321,0o644,operational,authoritative,src/www/get_browser_webpack_config.mjs,.mjs,PR232-F00357;PR232-M0069,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/index_cordova.html,481f31848c8a196afa9591f35a5d2df62d3d677bc14aef7afd40daa484bca61a,1146,0o644,operational,authoritative,src/www/index_cordova.html,.html,PR232-F00358;PR232-M0070,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/index_electron.html,817f375b92d1364a4ba3c807f13c3dd8647ad95d826b2983fc4b64a08c02c6eb,1112,0o644,operational,authoritative,src/www/index_electron.html,.html,PR232-F00359;PR232-M0071,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/karma.conf.js,3a5584190144129cf643b20115bcf06d8d4b6636e554245c54448d1d03b863f0,1200,0o644,ui-or-product,authoritative,src/www/karma.conf.js,.js,PR232-F00360;PR232-M0072,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/af.json,a35f8c30dd47bc6fbbb3209b0452fe46d057f0173da687d53a39c018bcf6826c,7711,0o644,configuration,authoritative,src/www/messages/af.json,.json,PR232-F00361;PR232-M0073,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/am.json,92b7278d8b480a9b2d4f861741dcafbc8540f7c3ed606ee8fabaedbf576a32f4,10661,0o644,configuration,authoritative,src/www/messages/am.json,.json,PR232-F00362;PR232-M0074,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ar.json,0b8f857255dc6ac031aa47871f38fc51e740e42f93874d2b1f812f9b819e297e,10270,0o644,configuration,authoritative,src/www/messages/ar.json,.json,PR232-F00363;PR232-M0075,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/az.json,e6dbff893180eadfd797733d7fc56100d92dc3ccef78de6a6667172d83696703,8066,0o644,configuration,authoritative,src/www/messages/az.json,.json,PR232-F00364;PR232-M0076,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/bg.json,66be6dd7f3e4e460dfcc7c76ec100a62ad51f739d58527512c57e647ec1f62cb,11558,0o644,configuration,authoritative,src/www/messages/bg.json,.json,PR232-F00365;PR232-M0077,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/bn.json,bfdaa5d4bf271c33f5679e0ed04f1ee62f56f378e4f44f23cc12a54692eac501,14544,0o644,configuration,authoritative,src/www/messages/bn.json,.json,PR232-F00366;PR232-M0078,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/bs.json,62b144f1ef092b55e855d53b1b8acc7e1e4a143237060af75ea90968bde06366,7863,0o644,configuration,authoritative,src/www/messages/bs.json,.json,PR232-F00367;PR232-M0079,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ca.json,a717fe96a3982f8d90ded07e55c9b12136ba12583a18bebafade2ffbd66c8982,7919,0o644,configuration,authoritative,src/www/messages/ca.json,.json,PR232-F00368;PR232-M0080,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/cs.json,a1675a7f8095c3414c8cccd0a6b0d37c2ac53711ee4504686b9389e755d24032,7989,0o644,configuration,authoritative,src/www/messages/cs.json,.json,PR232-F00369;PR232-M0081,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/da.json,37a757d33aacc86ca2fc76c9e6db1a3007e0e2cf6be37cf17e37966e990a6584,7871,0o644,configuration,authoritative,src/www/messages/da.json,.json,PR232-F00370;PR232-M0082,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/de.json,7a60ed48910fd71eb9b7133ccc4723f4561ca2bd73365c068f3be4cb63c3c798,8398,0o644,configuration,authoritative,src/www/messages/de.json,.json,PR232-F00371;PR232-M0083,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/el.json,24571a67ef31a16151bd7c93c30227aa53ea8867e41e91cbfc0b598765ebaae8,12547,0o644,configuration,authoritative,src/www/messages/el.json,.json,PR232-F00372;PR232-M0084,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/en-GB.json,6a4954c6931f227b89a9e673eede6316bb8dc835b6e29da1f80e6c0ec94ce15b,7272,0o644,configuration,authoritative,src/www/messages/en-GB.json,.json,PR232-F00373;PR232-M0085,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/en.json,2e18f0f330f0029dfa853b2a4179fb00cc8a9cab6f639c5c64f4994ca3f37205,8310,0o644,configuration,authoritative,src/www/messages/en.json,.json,PR232-F00374;PR232-M0086,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/es-419.json,12f19ed1d5d9dae9bf4b754658ce3039eb2539ace967dbee3a0f1fb192132cfe,8041,0o644,configuration,authoritative,src/www/messages/es-419.json,.json,PR232-F00375;PR232-M0087,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/es.json,9832511768e8801fc9cf222be36b187d661232547d7a2e48699333692c2cceed,8014,0o644,configuration,authoritative,src/www/messages/es.json,.json,PR232-F00376;PR232-M0088,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/et.json,de2b8fdec52148e7219811b718e2c88acd9947912a5eed6646830f1b5db072cf,7524,0o644,configuration,authoritative,src/www/messages/et.json,.json,PR232-F00377;PR232-M0089,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/fa.json,f5abf30ec86f8619271838f674ba54b256fdd1a65a34fd2bbc19b27562673925,11279,0o644,configuration,authoritative,src/www/messages/fa.json,.json,PR232-F00378;PR232-M0090,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/fi.json,2bcb883944c90c0524491c0a7bfbc48ac319c5fadc8f5bf8daa54fc3a66b117b,7708,0o644,configuration,authoritative,src/www/messages/fi.json,.json,PR232-F00379;PR232-M0091,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/fil.json,72aab639706351fe8a7ca154fa52619ca26975f49454569b34b4d2c925739001,8027,0o644,configuration,authoritative,src/www/messages/fil.json,.json,PR232-F00380;PR232-M0092,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/fr.json,4cb7c880ee6e379f05fee17a2ab51deb60f65d5058a55a02e118ffbce2b38389,8263,0o644,configuration,authoritative,src/www/messages/fr.json,.json,PR232-F00381;PR232-M0093,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/he.json,a55ef0b001b63692c384e1806afcacb854c69b7dfd718caf84e9eeffc3543062,8719,0o644,configuration,authoritative,src/www/messages/he.json,.json,PR232-F00382;PR232-M0094,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/hi.json,c97029dc0015d4e7596b9a594dba27aaee13fe3c44cd21e91fde72523ca6dbc4,14881,0o644,configuration,authoritative,src/www/messages/hi.json,.json,PR232-F00383;PR232-M0095,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/hr.json,031adca77118ff29e134c762ba667640eca3036a4ab1a49c5e144d1253c93d55,8080,0o644,configuration,authoritative,src/www/messages/hr.json,.json,PR232-F00384;PR232-M0096,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/hu.json,671c452fb6c8153e694d5e7508293dc0305c0096687bd2e49a4b9a919ee072a3,8516,0o644,configuration,authoritative,src/www/messages/hu.json,.json,PR232-F00385;PR232-M0097,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/hy.json,348601eabf9312f95ea3ccc0165c56ec6ecf11ee27b6a68ad05ede677af2a022,10885,0o644,configuration,authoritative,src/www/messages/hy.json,.json,PR232-F00386;PR232-M0098,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/id.json,f04ed24e50d23dd49183c0b88a9f5c3617ebb2c51f48f6ce7aff4496b38d8067,7658,0o644,configuration,authoritative,src/www/messages/id.json,.json,PR232-F00387;PR232-M0099,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/is.json,ac6dc22295724e78807c465e6f9ca06de0aecec6a78057aeb0349360d58d4a5a,7845,0o644,configuration,authoritative,src/www/messages/is.json,.json,PR232-F00388;PR232-M0100,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/it.json,855be2012f4ad434fa1fec0724e3796239b0099791bfe517be0bbdb1c01784b8,7906,0o644,configuration,authoritative,src/www/messages/it.json,.json,PR232-F00389;PR232-M0101,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ja.json,76aa641c73579acf96a6b4dbf7e89bd7bee903d91ce47172fa008b6795c22f36,9629,0o644,configuration,authoritative,src/www/messages/ja.json,.json,PR232-F00390;PR232-M0102,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ka.json,88009d3ac14ba8b18e3a5accea5a67a0561eb0839c18c6c9dfaa227f25a56986,16169,0o644,configuration,authoritative,src/www/messages/ka.json,.json,PR232-F00391;PR232-M0103,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/kk.json,37a044f818a334f63502e79e7b4497f27b21e4b67b01073c390b0e8377415b38,10673,0o644,configuration,authoritative,src/www/messages/kk.json,.json,PR232-F00392;PR232-M0104,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/km.json,5e66a67776d96f9950c1d39b4a52df98cd9ba960bd5cd50a973d18de0a79c809,16783,0o644,configuration,authoritative,src/www/messages/km.json,.json,PR232-F00393;PR232-M0105,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ko.json,a3b2b7e28bd62310e7ea0da899ff2c5b052b0f9307f37d8085cc2b287c6aeb57,8435,0o644,configuration,authoritative,src/www/messages/ko.json,.json,PR232-F00394;PR232-M0106,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/lo.json,784fd0023542280491e62e007d96331de428ab020cead4650471898c16b0905e,14920,0o644,configuration,authoritative,src/www/messages/lo.json,.json,PR232-F00395;PR232-M0107,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/lt.json,1c48de73742aad2dbd3b2f055c346b0919b4b2fa48d25ada73b55b69221f21c9,8097,0o644,configuration,authoritative,src/www/messages/lt.json,.json,PR232-F00396;PR232-M0108,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/lv.json,b62175a7c8ac380888160d325bbfcbc2e8fb67285047d2c0fc857c40df27e299,8840,0o644,configuration,authoritative,src/www/messages/lv.json,.json,PR232-F00397;PR232-M0109,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/mk.json,625915f7ded87053029e99aa194af498a0b095dbf8f9aad4efa26ea12475e7f3,11642,0o644,configuration,authoritative,src/www/messages/mk.json,.json,PR232-F00398;PR232-M0110,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/mn.json,f67fd7634084d9b26be9a7e8a171e028633a32b1b3c594dd352c072db38ed386,11506,0o644,configuration,authoritative,src/www/messages/mn.json,.json,PR232-F00399;PR232-M0111,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/mr.json,01a1575f0a88306abdbae0ca60d152eb437488617d7f59079a3cfaefcbf1d7b9,14781,0o644,configuration,authoritative,src/www/messages/mr.json,.json,PR232-F00400;PR232-M0112,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ms.json,d62599ea640335ebbb9009fe52b5cd308984514ee850b6661bc294ca59b90865,8022,0o644,configuration,authoritative,src/www/messages/ms.json,.json,PR232-F00401;PR232-M0113,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/my.json,f0d3c8bf6b7715e106bf15cd176c0656a739ff19d69dd5120f40b4f1917903b5,15549,0o644,configuration,authoritative,src/www/messages/my.json,.json,PR232-F00402;PR232-M0114,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ne.json,db7e2c8d2b8c33d1481dd93965cc2c44f1bd7aa8b2c5ae636e81b3d62062eef7,16079,0o644,configuration,authoritative,src/www/messages/ne.json,.json,PR232-F00403;PR232-M0115,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/nl.json,9e9390ae722adff13ae6ff4754a19b607665ef7c41ebb0cdb2e51700d0c152b0,7787,0o644,configuration,authoritative,src/www/messages/nl.json,.json,PR232-F00404;PR232-M0116,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/no.json,021beff0b865dcdf064aa86a5b4d6da5ebfd247c4116a9ab840f3f6c39b286dc,7805,0o644,configuration,authoritative,src/www/messages/no.json,.json,PR232-F00405;PR232-M0117,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/pl.json,9e97a92876d4ab46b6b51c65cfe97f947fe2d1aac22a7fc51012eefc09c5f84f,7863,0o644,configuration,authoritative,src/www/messages/pl.json,.json,PR232-F00406;PR232-M0118,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/pt-BR.json,d7b5d58431a72c54eeef82c53a69b3d933bab03f48d1bf68fe546fc87e81dbf7,7560,0o644,configuration,authoritative,src/www/messages/pt-BR.json,.json,PR232-F00407;PR232-M0119,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/pt-PT.json,231747b139dcaaa488789c216cd6eb1e36176e5eafb32ef783d78ff59ffd574c,8075,0o644,configuration,authoritative,src/www/messages/pt-PT.json,.json,PR232-F00408;PR232-M0120,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ro.json,e4803400040cdc15aaa9ce14be0875c3e311a9fa42d1f78bf5af994bcc16b9a3,8173,0o644,configuration,authoritative,src/www/messages/ro.json,.json,PR232-F00409;PR232-M0121,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ru.json,73b199b15005e627ba56335a3d5cf65b9f39e796407e1e1ca2c96fbb75e9f559,10935,0o644,configuration,authoritative,src/www/messages/ru.json,.json,PR232-F00410;PR232-M0122,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/si.json,830f81a718445b623b276a48939e3f1ae7345e50fd92fe4a1e3a6658524a0580,14523,0o644,configuration,authoritative,src/www/messages/si.json,.json,PR232-F00411;PR232-M0123,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sk.json,afadece24acc07eaedb9bfce0141bc04b900e53db23edaa423fbe79e27b4ac65,8118,0o644,configuration,authoritative,src/www/messages/sk.json,.json,PR232-F00412;PR232-M0124,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sl.json,9765db3ae6acebd127b66ebef2df9a709775b21c07337a37a10dd76367908185,8228,0o644,configuration,authoritative,src/www/messages/sl.json,.json,PR232-F00413;PR232-M0125,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sq.json,10825a330ba85a152c6e37e0fa4b023de1fb2be32612590010435586e7b7c217,8083,0o644,configuration,authoritative,src/www/messages/sq.json,.json,PR232-F00414;PR232-M0126,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sr-Latn.json,328e9f7f00ae45662d96b9683d6483006f4f644f38f22b63750f75d123d7d18e,7759,0o644,configuration,authoritative,src/www/messages/sr-Latn.json,.json,PR232-F00415;PR232-M0127,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sr.json,620f6cd025d996c3bcc4a317dbb40243f0bba7a7473fa88717fbd413dd82a921,11028,0o644,configuration,authoritative,src/www/messages/sr.json,.json,PR232-F00416;PR232-M0128,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sv.json,49d600d6380badc5fac9d66a14241fe91879154d585a8f7731c717657e68958c,7455,0o644,configuration,authoritative,src/www/messages/sv.json,.json,PR232-F00417;PR232-M0129,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/sw.json,f2b4f47b04b8ee805205f2ddf07f7ae0ac30ebe8ab167a3a6eaea364b7ea3297,7711,0o644,configuration,authoritative,src/www/messages/sw.json,.json,PR232-F00418;PR232-M0130,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ta.json,b8bb7f3417a8d3aef08669433d3fb942042210265b93c2e7d3a0d9a7e90c8b29,16054,0o644,configuration,authoritative,src/www/messages/ta.json,.json,PR232-F00419;PR232-M0131,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/th.json,3f06afc89f8c9c6404068b3c6c90decf46dd3e884122dfd3ff508b9f940fbd2a,14539,0o644,configuration,authoritative,src/www/messages/th.json,.json,PR232-F00420;PR232-M0132,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/tr.json,9a0bf0467d03e6504181c23f718b35d613cbdecc1b8091f8ef1f0c50a61fb28d,8372,0o644,configuration,authoritative,src/www/messages/tr.json,.json,PR232-F00421;PR232-M0133,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/uk.json,ec644bea8ba075830619a3737e63f1c54d0d519737b0dd501119f218432fdb97,10946,0o644,configuration,authoritative,src/www/messages/uk.json,.json,PR232-F00422;PR232-M0134,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/ur.json,cdff009e1d401cd3ffd8a3df76927c59b2fcb16be874d50f516fb0dd216a44f2,11098,0o644,configuration,authoritative,src/www/messages/ur.json,.json,PR232-F00423;PR232-M0135,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/vi.json,d9bfe945db79f5ff7b57dabcfb17433ea6f4eae5cd3d7c95dc5427aaa722ecf1,9512,0o644,configuration,authoritative,src/www/messages/vi.json,.json,PR232-F00424;PR232-M0136,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/zh-CN.json,a8761798c420864b4fbf282d310401c877c0a71042a876c9ab016de7ad221a67,7219,0o644,configuration,authoritative,src/www/messages/zh-CN.json,.json,PR232-F00425;PR232-M0137,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/messages/zh-TW.json,184fc2ff4201813219d08ec50c6278b7a2d03484d34cc3108d485641fc9ff734,7496,0o644,configuration,authoritative,src/www/messages/zh-TW.json,.json,PR232-F00426;PR232-M0138,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/model/errors.ts,4cd4cc32c918d3658f52462865beaab407b35591825863a2415bc190a48ae7b2,7209,0o644,ui-or-product,authoritative,src/www/model/errors.ts,.ts,PR232-F00427;PR232-M0139;PR232-S029,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/model/events.spec.ts,569312a5bb157bd8616966146d959eecd34c02d07a15f062b04ee3f9555f638d,3641,0o644,test,authoritative,src/www/model/events.spec.ts,.ts,PR232-F00428;PR232-M0140,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/model/events.ts,bb345270866e720251e280845ca6783afe4e93cce73e7d3b311c930655a04645,4010,0o644,ui-or-product,authoritative,src/www/model/events.ts,.ts,PR232-F00429;PR232-M0141;PR232-S028,fresh-byte-reverified-and-context-reviewed,focused-adoption-or-guardrail,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/model/server.ts,ff938974f21f932276c8c943daa63ea50d5330d9a591a1bb5110e37ff4e435ba,2278,0o644,ui-or-product,authoritative,src/www/model/server.ts,.ts,PR232-F00430;PR232-M0142,fresh-byte-reverified-and-context-reviewed,reviewed-target-fit,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
outline-client,src/www/start.action.mjs,56c005d746337cacc1814862d0aa4857e9d4664f28ee4a7392cccb3a213ef3ce,1444,0o644,operational,authoritative,src/www/start.action.mjs,.mjs,PR232-F00431;PR232-M0143,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; focused semantic rows retained when independently meaningful.
