donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
luminet-baseline-d73453f,server/internal/proxy/geosite_routing_matcher.go,7c8facb577cdb4f61694809def5b9f6a6be9901d5f0c7f008e37a2f55dc64041,1489,regular,go,implementation,historical-authoritative,HVC-GEOSITE-001,Dynamic override value promoted to internal/domainrouting; proxy surface retained as facade.
luminet-baseline-d73453f,server/internal/proxy/obfs4_icmp_transport.go,5faec36254673000326140ad90cf2c2da05137a44a819b42b11996043414949d,2531,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OBFS4-ICMP-TRANSPORT-5FAEC362,Promoted to governed labs surface at labs/daemon/proxy/obfs4_icmp_transport.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/obfuscated_ssh.go,7a1fc5319eb19fcc2788a30858521fe7dd8629fbdd7626d1bbfd6de08b540abe,670,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OBFUSCATED-SSH-7A1FC531,Promoted to governed labs surface at labs/daemon/proxy/obfuscated_ssh.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/onion_bridge.go,2edd2985ea145b0a83b3ddc809903e72a3e229152f3cb12f78466ac6e717318a,552,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ONION-BRIDGE-2EDD2985,Promoted to governed labs surface at labs/daemon/proxy/onion_bridge.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/onion_hop.go,37485a761c7930291df662e4daf22ae98ca16972b418a0cb8d11ed926a03ca46,505,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ONION-HOP-37485A76,Promoted to governed labs surface at labs/daemon/proxy/onion_hop.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/openvpn_config_patcher.go,9fb97a9391d6f5186a0c5577526fcbd8636d7f7641dd89af810690ff8c24d584,6158,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OPENVPN-CONFIG-PATCHER-9FB97A93,Promoted to governed labs surface at labs/daemon/proxy/openvpn_config_patcher.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/openvpn_config_patcher_test.go,b9865c4cb552eb7dd7d3c00704b0e3abb6d55788fbd7db08049de44f4df15515,4334,regular,go,test,lab-non-authoritative,HVC-LAB-W20-OPENVPN-CONFIG-PATCHER-9FB97A93,Promoted to governed labs surface at labs/daemon/proxy/openvpn_config_patcher_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/outline_client.go,9e50e10e9d63b5f44255fc095bffe66b96d73cf93346fc74c741d84ca366dbb8,594,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OUTLINE-CLIENT-9E50E10E,Promoted to governed labs surface at labs/daemon/proxy/outline_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/outline_server.go,4990781ee437a188b067ef8c4e364b939157e9b1e6a8d316c6e5e00a75518768,2522,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OUTLINE-SERVER-4990781E,Promoted to governed labs surface at labs/daemon/proxy/outline_server.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/outline_ss.go,50542f065812a8e3c707921610d6626bbef492fc5a7767758f3aae3b5e2ce2b6,593,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-OUTLINE-SS-50542F06,Promoted to governed labs surface at labs/daemon/proxy/outline_ss.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/p2p_hypercore_feed.go,2a0ec57fcd4312849bba0ec6e311e34fcce8d40fc2b6cdac7bf210b046ad4c1a,1060,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-P2P-HYPERCORE-FEED-2A0EC57F,Promoted to governed labs surface at labs/daemon/proxy/p2p_hypercore_feed.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/paas_argo.go,9f1fc3eef92942cf5139ddefddd276bb252a819cf68899301aa30c74067c6d1b,2430,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PAAS-ARGO-9F1FC3EE,Promoted to governed labs surface at labs/daemon/proxy/paas_argo.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/packet_ring_queue.go,03eb7e241fd950014cb7576ba0c8d38e4bd9eb7c663cddf506a344d77fce741d,1909,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PACKET-RING-QUEUE-03EB7E24,Promoted to governed labs surface at labs/daemon/proxy/packet_ring_queue.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/panel_client_manager.go,cd0bcf726da4aa00099b679545df0665f06ef57005986688cde9ff6d28858021,4676,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PANEL-CLIENT-MANAGER-CD0BCF72,Promoted to governed labs surface at labs/daemon/proxy/panel_client_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/panel_node_client.go,dd779dfa76759b6e18076a330b7d94d3b73ee879a4a27a227ce01de8a1f204a7,852,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PANEL-NODE-CLIENT-DD779DFA,Promoted to governed labs surface at labs/daemon/proxy/panel_node_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/parsa_panel.go,07a183f23a1796b791b2aecd2b085b5f4e1998d9c1301fd31061655f77a11014,14524,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PARSA-PANEL-07A183F2,Promoted to governed labs surface at labs/daemon/proxy/parsa_panel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/pathfinder.go,291ceaa713ad4b89b4d90e50fcfaa1d90ed6bc00ccdc3c55e6f4c1a9f92f5905,3247,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PATHFINDER-291CEAA7,Promoted to governed labs surface at labs/daemon/proxy/pathfinder.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/pathfinder_test.go,528a0d4579a28e6db3fca6b2b479f10fb978ee1df287d7d6eac0e5574d411d24,1508,regular,go,test,lab-non-authoritative,HVC-LAB-W20-PATHFINDER-291CEAA7,Promoted to governed labs surface at labs/daemon/proxy/pathfinder_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/phishing_verifier.go,5ff2a6fc130b638e3f3d8d07f83ff633adcf94a34503456c4e2cb4c970bdef3b,2275,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PHISHING-VERIFIER-5FF2A6FC,Promoted to governed labs surface at labs/daemon/proxy/phishing_verifier.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/phishing_verifier_test.go,10ef06be101f98e9959ddce99ed9a7d50ccba126d083560819e739b92174c0be,1352,regular,go,test,lab-non-authoritative,HVC-LAB-W20-PHISHING-VERIFIER-5FF2A6FC,Promoted to governed labs surface at labs/daemon/proxy/phishing_verifier_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/php_proxy_web.go,8796c61252aaec0a93e710d4302ee78ed844045aa30d9478ec5a64f507c23807,5648,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PHP-PROXY-WEB-8796C612,Promoted to governed labs surface at labs/daemon/proxy/php_proxy_web.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/pion_dtls.go,7a34a5331a92bd413e97a31e0c8b84cb8abcffaef31a51ac230e98326056da9b,615,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PION-DTLS-7A34A533,Promoted to governed labs surface at labs/daemon/proxy/pion_dtls.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/pion_transport.go,8f154f29f0985b2b8b41a82a9403b0d6b140f67edadd5e9be46bbb3829b22b67,659,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PION-TRANSPORT-8F154F29,Promoted to governed labs surface at labs/daemon/proxy/pion_transport.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/port_bridge.go,6040ef0407902321b8db58cbbf32ff8c53e1f102c17ae0d15493caa9c350760e,570,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PORT-BRIDGE-6040EF04,Promoted to governed labs surface at labs/daemon/proxy/port_bridge.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/prefix_list.go,f3e544c227f44515275fa25a2ac41eb34266607288afba4b30a79d5840fa2f8b,2327,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PREFIX-LIST-F3E544C2,Promoted to governed labs surface at labs/daemon/proxy/prefix_list.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/profile_morpher.go,baf4bf7954516af832e72648bf3e0c671a8bfc11c7ad18bfa3f512e0a2323cb2,3260,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROFILE-MORPHER-BAF4BF79,Promoted to governed labs surface at labs/daemon/proxy/profile_morpher.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/profile_morpher_test.go,bb3086b51db8d3f0942496178de7676a8d06d2f090fbbe07a8785cafac29ec40,1360,regular,go,test,lab-non-authoritative,HVC-LAB-W20-PROFILE-MORPHER-BAF4BF79,Promoted to governed labs surface at labs/daemon/proxy/profile_morpher_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/protobuf_codec.go,0fb8a4355f8d9ce8a35aff7d35582572315142f0b6c669b4ae5865be8cc8788c,555,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROTOBUF-CODEC-0FB8A435,Promoted to governed labs surface at labs/daemon/proxy/protobuf_codec.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy2singbox.go,eea12dcd252a101fc55ca3d5724a4384a08666dd40abb898f5699519fad57bc5,7951,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY2SINGBOX-EEA12DCD,Promoted to governed labs surface at labs/daemon/proxy/proxy2singbox.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_chain_manager.go,9fe0b08aa367f94c44e29598ab36f0c6fd22c40df46fc0ad8d449672f0dd5a36,608,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY-CHAIN-MANAGER-9FE0B08A,Promoted to governed labs surface at labs/daemon/proxy/proxy_chain_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_cluster.go,0a93ccb692b654ef977d4395e42d1b333db7e7016d5ef0cfa8530dbf5d461631,2590,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY-CLUSTER-0A93CCB6,Promoted to governed labs surface at labs/daemon/proxy/proxy_cluster.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_cluster_test.go,bc818db4b87d8513c1afb556c754b17132769cc57fe276c5c11840a8ee91b375,1006,regular,go,test,lab-non-authoritative,HVC-LAB-W20-PROXY-CLUSTER-0A93CCB6,Promoted to governed labs surface at labs/daemon/proxy/proxy_cluster_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_core_daemon.go,6f2b8ad3c78cdc5cab16bb13f170fddad6b862a67ec29021c872a95de0b0acb0,547,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY-CORE-DAEMON-6F2B8AD3,Promoted to governed labs surface at labs/daemon/proxy/proxy_core_daemon.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_harvester.go,00e2527262c9839fe4f78c4dcd182ce0797ece1a6ad4ebb298f6e34feefd0659,2922,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY-HARVESTER-00E25272,Promoted to governed labs surface at labs/daemon/proxy/proxy_harvester.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxy_panel_bridge.go,6d985f94d6d9540d17e82f57d54bcb4508cc97f3eff6689f98d052716148bbb9,3183,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXY-PANEL-BRIDGE-6D985F94,Promoted to governed labs surface at labs/daemon/proxy/proxy_panel_bridge.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/proxychains.go,2afc20a1eb8c517c37267da1226e3ba501c40afba5cae51f24e503855580d259,645,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PROXYCHAINS-2AFC20A1,Promoted to governed labs surface at labs/daemon/proxy/proxychains.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/psiphon_chain.go,b20eb54394d4981585e7e7de5d36c4df8380554e73c72c47c0066d63a8653cc1,652,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-PSIPHON-CHAIN-B20EB543,Promoted to governed labs surface at labs/daemon/proxy/psiphon_chain.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/qlearning.go,a7ef16cfd781961dcafd0d1550c77100e80c19282e431409570a78426fc063fd,1984,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-QLEARNING-A7EF16CF,Promoted to governed labs surface at labs/daemon/proxy/qlearning.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/qlearning_test.go,8083bd63e5fbd20b4d419f306312d572f1605f653872291b228d3b2dd5f0aa89,604,regular,go,test,lab-non-authoritative,HVC-LAB-W20-QLEARNING-A7EF16CF,Promoted to governed labs surface at labs/daemon/proxy/qlearning_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/qtun.go,5143e34eedc08125cd5dfd6d4799cda121ff0ce8de1f3e238ad89e2a0510dd2e,2410,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-QTUN-5143E34E,Promoted to governed labs surface at labs/daemon/proxy/qtun.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/quic_congestion_manager.go,4d172e1d425c0d5c39e1a957e7d7b100d3301e0d1d38ffdc3c116b7b7443ce95,802,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-QUIC-CONGESTION-MANAGER-4D172E1D,Promoted to governed labs surface at labs/daemon/proxy/quic_congestion_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/quic_sniffer.go,8f2115cbc38592e7998c2a6a0ec0f3174e6c100ea0bce029061621df54ea6660,9548,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-QUIC-SNIFFER-8F2115CB,Promoted to governed labs surface at labs/daemon/proxy/quic_sniffer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/quic_sniffer_test.go,a084d1c0f0c30f41484bf6e993e84c0e2497cd28bfda7d9c3e9faab673129ed5,5627,regular,go,test,lab-non-authoritative,HVC-LAB-W20-QUIC-SNIFFER-8F2115CB,Promoted to governed labs surface at labs/daemon/proxy/quic_sniffer_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/r2_storage_gateway.go,1c72c3f59b7ca6f5eefb667ff6dc01b4be221b7f37839720da0503775223abc0,8669,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-R2-STORAGE-GATEWAY-1C72C3F5,Promoted to governed labs surface at labs/daemon/proxy/r2_storage_gateway.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/reality_core.go,7a2ee3e0d1e3a43317ed18e4d33b24cbe9bd3db0eea6329e3052bea271ea4327,677,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-REALITY-CORE-7A2EE3E0,Promoted to governed labs surface at labs/daemon/proxy/reality_core.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/restricted_gateway.go,81914e9ec1afc89cf5fc9e526934a153cff09f201ea454675ea8c10525938d29,3534,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-RESTRICTED-GATEWAY-81914E9E,Promoted to governed labs surface at labs/daemon/proxy/restricted_gateway.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/reverse_tcp_bridge.go,c50f31f504308d902481be8f030962bd612a6e74d3750cce162356ba8f19738d,684,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-REVERSE-TCP-BRIDGE-C50F31F5,Promoted to governed labs surface at labs/daemon/proxy/reverse_tcp_bridge.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/reverse_tunnel.go,e68e22e728ffa42c60294543b7ded626ba836afe1f9521e3b3678492ec0e8bb5,3708,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-REVERSE-TUNNEL-E68E22E7,Promoted to governed labs surface at labs/daemon/proxy/reverse_tunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/route_optimizer.go,7670f4d37ca339304f3174b41a1123104b450dbbb3886de5966bade13d20d3ba,765,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ROUTE-OPTIMIZER-7670F4D3,Promoted to governed labs surface at labs/daemon/proxy/route_optimizer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/s3_signer.go,eaa86b6849f7e8734d6c0cadc6ad5c68bc0cdeefc1e9f9798e26275dc7bf4cba,6944,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-S3-SIGNER-EAA86B68,Promoted to governed labs surface at labs/daemon/proxy/s3_signer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/scan_telemetry.go,f871b2d8b0cb6965861b5109b3e3ff33941a381a66192f5c4e6512f839f3f5ff,747,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SCAN-TELEMETRY-F871B2D8,Promoted to governed labs surface at labs/daemon/proxy/scan_telemetry.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/session_authority_manager.go,08057dc162858779f766c096497962db2698cdb0951d5430e7575f8edfb8a88c,8289,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SESSION-AUTHORITY-MANAGER-08057DC1,Promoted to governed labs surface at labs/daemon/proxy/session_authority_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/shadowsocks_macos.go,02c89e2b2a2b900ecd67f4e05211f47d4ef9841488b91d6da10ce9062b421947,676,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SHADOWSOCKS-MACOS-02C89E2B,Promoted to governed labs surface at labs/daemon/proxy/shadowsocks_macos.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/shadowsocks_multiplex_client.go,d7129e230d0c13509f6aed82406d38572b561cff4c488cf4f9716a7b25582ae7,5962,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SHADOWSOCKS-MULTIPLEX-CLIENT-D7129E23,Promoted to governed labs surface at labs/daemon/proxy/shadowsocks_multiplex_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/shahan.go,e8237f423afe42d50437713f373c3c66dd4bb4342d4726c451eb553d9713d875,18617,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SHAHAN-E8237F42,Promoted to governed labs surface at labs/daemon/proxy/shahan.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sidecar_desync.go,5c64affc6cf63468ba51cf325191af60bc17857cb07defe4dd234efe641c7b12,9380,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SIDECAR-DESYNC-5C64AFFC,Promoted to governed labs surface at labs/daemon/proxy/sidecar_desync.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/simple_obfs.go,da5a0758fe87f5750040227f93ef4455997130c5f98daaf7b239c0e1f4940446,631,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SIMPLE-OBFS-DA5A0758,Promoted to governed labs surface at labs/daemon/proxy/simple_obfs.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sing_cloudflared.go,dfd4a992db70e945c311099453b2cae3b94c02e46a507c374db122ddd5110f38,614,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SING-CLOUDFLARED-DFD4A992,Promoted to governed labs surface at labs/daemon/proxy/sing_cloudflared.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sing_mux.go,e785a001c19c741c3f5f747991d1f4692762faf96c9b012bcb8b2b441852dcb9,505,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SING-MUX-E785A001,Promoted to governed labs surface at labs/daemon/proxy/sing_mux.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sing_quic.go,23b8e5697933d999adffdba5be2caefbd2c1058d584c1eff32eb13fcbb981f1d,511,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SING-QUIC-23B8E569,Promoted to governed labs surface at labs/daemon/proxy/sing_quic.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sing_vmess_compat.go,08f27c8ff03afc09570f05a33e861d6d373942dc42c0c34db9f923995df7ad31,620,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SING-VMESS-COMPAT-08F27C8F,Promoted to governed labs surface at labs/daemon/proxy/sing_vmess_compat.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/singbox_core.go,a7c346fdf421023dc2c44ee3124459ed627bd7e199a61ec2aaffc9fd37cff2d5,585,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SINGBOX-CORE-A7C346FD,Promoted to governed labs surface at labs/daemon/proxy/singbox_core.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/singbox_tun.go,3ccd4cc7e4720011d3e6067cdd1ac641d7954713be1b17ddd9c570f1f6de9d3f,652,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SINGBOX-TUN-3CCD4CC7,Promoted to governed labs surface at labs/daemon/proxy/singbox_tun.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/smux_pool.go,d8c9a96504bafa9da756896a633c47a14ba0b1585412814049c130e8c8bd1819,1140,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SMUX-POOL-D8C9A965,Promoted to governed labs surface at labs/daemon/proxy/smux_pool.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/snell_manager.go,60912151a17149ba7438e60e758c00b987d04188f8c0693d7077450f81ec1a64,2151,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SNELL-MANAGER-60912151,Promoted to governed labs surface at labs/daemon/proxy/snell_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sni_injector.go,01cdf9f67cb203d57f1a8d1c17a53327bd17840e801c4a6df47ab458ef9db448,671,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SNI-INJECTOR-01CDF9F6,Promoted to governed labs surface at labs/daemon/proxy/sni_injector.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sni_injector_rust.go,6d744d600ac2e1d4972827f5665fc93813e42ef2abe8536e76bb25ff519a9361,695,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SNI-INJECTOR-RUST-6D744D60,Promoted to governed labs surface at labs/daemon/proxy/sni_injector_rust.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/sni_proxy.go,89bdd512fbd7755a8accbd60224c3945ca8f434a5db9bb64d870817b21cba190,3372,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SNI-PROXY-89BDD512,Promoted to governed labs surface at labs/daemon/proxy/sni_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/socks5_isolation.go,e2a116dba47205b22355f97d938d36c770ca1935df1ccacc1d644a488db74e71,2946,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SOCKS5-ISOLATION-E2A116DB,Promoted to governed labs surface at labs/daemon/proxy/socks5_isolation.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/srsc_redirector.go,ece532a21785930834eb827eae7106fc157f256f1b5652d5a159ad1ad946fb12,585,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SRSC-REDIRECTOR-ECE532A2,Promoted to governed labs surface at labs/daemon/proxy/srsc_redirector.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/stream_scheduler.go,dd52665aff868a973f49bf8e7d4841ea04fc1820382e26315920c876b25cf720,3468,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-STREAM-SCHEDULER-DD52665A,Promoted to governed labs surface at labs/daemon/proxy/stream_scheduler.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/stream_scheduler_test.go,6d6811562e40ebf4c066f1be27874b285bd9f21b80837baad5991bfaa38b8a27,2141,regular,go,test,lab-non-authoritative,HVC-LAB-W20-STREAM-SCHEDULER-DD52665A,Promoted to governed labs surface at labs/daemon/proxy/stream_scheduler_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/syp_multiplexer.go,df4ff6c03b77272b5f7286a5a94a510eac83002eb60a4531280ea4411777bf4c,626,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-SYP-MULTIPLEXER-DF4FF6C0,Promoted to governed labs surface at labs/daemon/proxy/syp_multiplexer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tcp_brutal.go,1f23270341e3c389f196117f6dd5e62968c4e2d34cdcf7ec7c1ba57ec6b2b9fa,721,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TCP-BRUTAL-1F232703,Promoted to governed labs surface at labs/daemon/proxy/tcp_brutal.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tcp_relay.go,4ea184165b26aa5749e28067320c5fe759fa56b4833525e94fc6e22c0138f7dd,500,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TCP-RELAY-4EA18416,Promoted to governed labs surface at labs/daemon/proxy/tcp_relay.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/telegram_bot.go,563d2f624885dbd9d35f4f905fe24bcd862bf018732f9bd282f47e29ce83fc14,2416,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TELEGRAM-BOT-563D2F62,Promoted to governed labs surface at labs/daemon/proxy/telegram_bot.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tinydns.go,17bc2e8a1d3db73a9efd330b6b0e6c38c7a06d15e5d2f776c9b88a2b3370f011,4045,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TINYDNS-17BC2E8A,Promoted to governed labs surface at labs/daemon/proxy/tinydns.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tinydoh_test.go,653d96177307bed430a2dcab09adfdc6c28d48beaf613a60c45b85af907b5b9f,2303,regular,go,test,lab-non-authoritative,n/a,Promoted to governed labs surface at labs/daemon/proxy/tinydoh_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tls_fragment_tunnel.go,1229b6b4b0eb14778acb4cbba598baa7650e3498555060059d50ef08b84f95f6,1593,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TLS-FRAGMENT-TUNNEL-1229B6B4,Promoted to governed labs surface at labs/daemon/proxy/tls_fragment_tunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tor_client.go,3c8513322a7da9fc607bbe4e041bc5d73b25211853e23233d3a8bb98114d8374,3057,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TOR-CLIENT-3C851332,Promoted to governed labs surface at labs/daemon/proxy/tor_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/triple_proxy_ui_manager.go,03f4691eed2c5b04863e468a0b0bce52e7a0f0faa6f5a4be34d135022a8f9d2a,1663,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TRIPLE-PROXY-UI-MANAGER-03F4691E,Promoted to governed labs surface at labs/daemon/proxy/triple_proxy_ui_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/trojan_panel_controller.go,1d6c619f22bcb9359face4e5df3c8515c79d1f714de0a934682327ad66033ad8,17165,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TROJAN-PANEL-CONTROLLER-1D6C619F,Promoted to governed labs surface at labs/daemon/proxy/trojan_panel_controller.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/tuic_transport.go,269226f46b6da5e6429ba49c8d25f02cdb8947589060280ec8ba17dead6fcd3b,592,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-TUIC-TRANSPORT-269226F4,Promoted to governed labs surface at labs/daemon/proxy/tuic_transport.go; exact bytes retained.
