predecessor_wave,predecessor_record_id,donor,domain,value_unit,donor_path,donor_sha256,predecessor_disposition,predecessor_validation_status,post_refactor_228_status,post_refactor_228_record_ids,fresh_source_hash_verified,post_refactor_228_rationale
226,PR226-F0270,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_listener.rs,crates/shadowsocks/src/relay/tcprelay/proxy_listener.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_listener.rs,27be294f4b8a84b949275d9bea59b5f140c0e0646472bc3556639ac4051096c9,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0271,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/client.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/client.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/client.rs,a5c9c7a4b3b03e84862fb5922103a926549373976b5f028582e24a50bbfeac74,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0272,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/mod.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/mod.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/mod.rs,862d829aab36b6dbbadb132b5ab8c9b1c3b9558e96bea8aca2a1d928f597b496,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0273,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/mod.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/mod.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/mod.rs,0327515106b59387425625b80fd6009f23ddffb4222df86b9f568969bbc642fd,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0274,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v1.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v1.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v1.rs,b0b4411e927a7fe0ea822d084b4208b32b0d2b4b6cc159d5bfb34f2f98487f71,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0275,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v2.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v2.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/protocol/v2.rs,c7b642e4c00eaba978c9ba1157c2d139b5ed223889aba76d14e13963addfafeb,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0276,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/proxy_stream/server.rs,crates/shadowsocks/src/relay/tcprelay/proxy_stream/server.rs file semantics,crates/shadowsocks/src/relay/tcprelay/proxy_stream/server.rs,1d55d3fa4e5a78ff2d712d0159112a85ba1fd43f81253b81617392a03635b1c1,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0277,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/stream.rs,crates/shadowsocks/src/relay/tcprelay/stream.rs file semantics,crates/shadowsocks/src/relay/tcprelay/stream.rs,18d8cfbd0190610157f9b4184406d58e8ca9b84491eeca8aa1f292d06904dd67,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0278,shadowsocks-rust,file:crates/shadowsocks/src/relay/tcprelay/utils.rs,crates/shadowsocks/src/relay/tcprelay/utils.rs file semantics,crates/shadowsocks/src/relay/tcprelay/utils.rs,6dd679b2c9baca129b8b265299d2318cdacd69b09d9903ebf25f7d61c25bf62b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0279,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/aead.rs,crates/shadowsocks/src/relay/udprelay/aead.rs file semantics,crates/shadowsocks/src/relay/udprelay/aead.rs,d95039ad83395d9abe729a27c56e6a72884fc27a8b27fbbe51ce41a938febfba,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0280,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/aead_2022.rs,crates/shadowsocks/src/relay/udprelay/aead_2022.rs file semantics,crates/shadowsocks/src/relay/udprelay/aead_2022.rs,e646bec20b6d1dc592595804b0f3bb9b6c8f7ab2bb2de6b1df6d284934d981a7,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0281,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/compat.rs,crates/shadowsocks/src/relay/udprelay/compat.rs file semantics,crates/shadowsocks/src/relay/udprelay/compat.rs,698f9da4f43fcecd10c228f6f62bae7c5bba799b6eb8711a383969682cb0458e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0282,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/crypto_io.rs,crates/shadowsocks/src/relay/udprelay/crypto_io.rs file semantics,crates/shadowsocks/src/relay/udprelay/crypto_io.rs,28c536cf6ee42ec44889e5911814af27f4b0cc7567a9759bfb54faeda0c85a6e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0283,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/mod.rs,crates/shadowsocks/src/relay/udprelay/mod.rs file semantics,crates/shadowsocks/src/relay/udprelay/mod.rs,a3cd95f9ace3c31b2e772b4f03f993f7cc069caccfab89b8935dac6b0355bc3c,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0284,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/options.rs,crates/shadowsocks/src/relay/udprelay/options.rs file semantics,crates/shadowsocks/src/relay/udprelay/options.rs,7350d56e4d0041f8710ced4bd05d75b849f5392930daf46f2bb91daf08c1a5d5,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0285,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/proxy_socket.rs,crates/shadowsocks/src/relay/udprelay/proxy_socket.rs file semantics,crates/shadowsocks/src/relay/udprelay/proxy_socket.rs,5e16e7ef5f086c934af8fc741449d570060cccb71cefd2350155e87f7f4fbea4,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0286,shadowsocks-rust,file:crates/shadowsocks/src/relay/udprelay/stream.rs,crates/shadowsocks/src/relay/udprelay/stream.rs file semantics,crates/shadowsocks/src/relay/udprelay/stream.rs,fe8cb0b671708b5a947d6265053c4e678547a3acda0a5cf9e221582a31325e89,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0287,shadowsocks-rust,file:crates/shadowsocks/src/security/mod.rs,crates/shadowsocks/src/security/mod.rs file semantics,crates/shadowsocks/src/security/mod.rs,352a830684a0f222688d4b65ccfc218cf91328a753ede52c8f55432ed4d461be,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0288,shadowsocks-rust,file:crates/shadowsocks/src/security/replay/mod.rs,crates/shadowsocks/src/security/replay/mod.rs file semantics,crates/shadowsocks/src/security/replay/mod.rs,2e5f2f685ff68670e89b4a609b331e9f36c03d208e621ec8e28ddf5025fbcf99,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0289,shadowsocks-rust,file:crates/shadowsocks/src/security/replay/ppbloom.rs,crates/shadowsocks/src/security/replay/ppbloom.rs file semantics,crates/shadowsocks/src/security/replay/ppbloom.rs,a92506bbe7b1119431fe5de9b037624049d05e1e5d80d5dd92fc1eab63cec841,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0290,shadowsocks-rust,file:crates/shadowsocks/tests/tcp.rs,crates/shadowsocks/tests/tcp.rs file semantics,crates/shadowsocks/tests/tcp.rs,0d4446e8305b0e4b2997f0a715ccee5e57543a949ca37eb293dc4ff862f550b7,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0291,shadowsocks-rust,file:crates/shadowsocks/tests/tcp_tfo.rs,crates/shadowsocks/tests/tcp_tfo.rs file semantics,crates/shadowsocks/tests/tcp_tfo.rs,160dd2008a5bd3f13db53d28694416f10381e63b54a8e299306e339bec2d6339,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0292,shadowsocks-rust,file:crates/shadowsocks/tests/udp.rs,crates/shadowsocks/tests/udp.rs file semantics,crates/shadowsocks/tests/udp.rs,8f4537fb64819d693893aa3759fd77a28b87abaec53d8aedd8cc32a6881448a2,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0293,shadowsocks-rust,file:debian/config.json,debian/config.json file semantics,debian/config.json,60422c95ea3eaac20319ab01d4e0dfa28acd6e8ee5d348f914c907291657f0eb,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0294,shadowsocks-rust,file:debian/shadowsocks-rust-local@.service,debian/shadowsocks-rust-local@.service file semantics,debian/shadowsocks-rust-local@.service,b79652cb9598b4c7b8654e6cddc7b11f25b07a659f755697c6efcfc2b30429b1,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0295,shadowsocks-rust,file:debian/shadowsocks-rust-server@.service,debian/shadowsocks-rust-server@.service file semantics,debian/shadowsocks-rust-server@.service,eb11f3a0cec7e95999d11d5c27ace557efddfc0c0c1fb71ee2ebc424a4d070f2,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0296,shadowsocks-rust,file:debian/shadowsocks-rust.service,debian/shadowsocks-rust.service file semantics,debian/shadowsocks-rust.service,5b90fd58ade74b0165d7a1e45f2731d33861dcdecd99ff12783ad1cc5d23ef35,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0297,shadowsocks-rust,file:deny.toml,deny.toml file semantics,deny.toml,963d9ad9c2ba8cdddd4d39a69be4c8e881dfe6330dd9b094071d1a7864da2c28,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0298,shadowsocks-rust,file:docker/Dockerfile.v2ray,docker/Dockerfile.v2ray file semantics,docker/Dockerfile.v2ray,0afd34ae8a5a801b63d05d88dcc5e7fd0e54c4d89d1fb03bd85db3ee1477110f,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0299,shadowsocks-rust,file:docker/docker-entrypoint.sh,docker/docker-entrypoint.sh file semantics,docker/docker-entrypoint.sh,992c9a3a4c18b51702505cf03dd1aae2367952db59036c80eadd2b319340f63f,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0300,shadowsocks-rust,file:docker/linux-cross/Dockerfile,docker/linux-cross/Dockerfile file semantics,docker/linux-cross/Dockerfile,f7819e863bfd19e2cd389e8f0844456f00a8df09d122ddf74e9bb7793b25e621,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0301,shadowsocks-rust,file:examples/config.json,examples/config.json file semantics,examples/config.json,6f5f5143a4eeb900fd8b87fd7deed010163f2afc19c097037e7533883328e9cd,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0302,shadowsocks-rust,file:examples/config_ext.json,examples/config_ext.json file semantics,examples/config_ext.json,cee958ed264331311be0267da8fe95fcde0e937562c26624b6ffb88fa7d45010,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0303,shadowsocks-rust,file:k8s/chart/Chart.yaml,k8s/chart/Chart.yaml file semantics,k8s/chart/Chart.yaml,7925f7f9dee40a98ba869ed007dbdb6464a19b3e5c338f8f8203623b8e4e7c5e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0304,shadowsocks-rust,file:k8s/chart/templates/config.yaml,k8s/chart/templates/config.yaml file semantics,k8s/chart/templates/config.yaml,e1846d9be73d805a3f66117a0dd36753529e44059c3aa7645bdfe731620d8970,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0305,shadowsocks-rust,file:k8s/chart/templates/deployment.yaml,k8s/chart/templates/deployment.yaml file semantics,k8s/chart/templates/deployment.yaml,395202769d19ddf35e9a4aeda8d7fa32a4a3cc2d72de5d6175c45a44980a71fd,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0306,shadowsocks-rust,file:k8s/chart/templates/hpa.yaml,k8s/chart/templates/hpa.yaml file semantics,k8s/chart/templates/hpa.yaml,822d26ceeab69187a98ff74190557703f4a3d4909fef2c492406ac72a9d8b109,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0307,shadowsocks-rust,file:k8s/chart/templates/service.yaml,k8s/chart/templates/service.yaml file semantics,k8s/chart/templates/service.yaml,39f5b1892eeacdfe89a0324502b195d92478fddc1b227bdb739fc40051b97d41,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0308,shadowsocks-rust,file:k8s/chart/templates/serviceaccount.yaml,k8s/chart/templates/serviceaccount.yaml file semantics,k8s/chart/templates/serviceaccount.yaml,2ed189466a09a97c4f17bd26fe8fac6118bb6394eb5c15d609778e8d29264abe,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0309,shadowsocks-rust,file:k8s/chart/templates/tests/test-connection.yaml,k8s/chart/templates/tests/test-connection.yaml file semantics,k8s/chart/templates/tests/test-connection.yaml,adae99aba1c44e7cfa0c815ad9c81bf8b98eee30b4e310a60f7e519ee792594a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0310,shadowsocks-rust,file:k8s/chart/values.yaml,k8s/chart/values.yaml file semantics,k8s/chart/values.yaml,40bb918c77be3c586aea3881bca4df1e16a7596199bd1efe0ec099383af1ebb8,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0311,shadowsocks-rust,file:k8s/shadowsocks-rust.yaml,k8s/shadowsocks-rust.yaml file semantics,k8s/shadowsocks-rust.yaml,724d9092b14b80766dedfe0c64526018021a952ffdaea118805ea151ac0b97ca,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0312,shadowsocks-rust,file:renovate.json,renovate.json file semantics,renovate.json,4d4b37c84bf6c8909b4d748dbdf0fa465e68f450f208134054f31954c1cedb6a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0313,shadowsocks-rust,file:rustfmt.toml,rustfmt.toml file semantics,rustfmt.toml,1fda3af6feb0248e829502ed97762d0f5472a31ce3938e26554944e630ea4924,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0314,shadowsocks-rust,file:snap/snapcraft.yaml,snap/snapcraft.yaml file semantics,snap/snapcraft.yaml,510ee8c226b25e2460f695a7edd4226420d98c30e495eba766ea79939a95b48b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0315,shadowsocks-rust,file:src/allocator/mod.rs,src/allocator/mod.rs file semantics,src/allocator/mod.rs,f39c26784f0597cd54b1641bb87220208187d4b6c54ecbd8dbe4dc5a2200f2a1,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0316,shadowsocks-rust,file:src/config.rs,src/config.rs file semantics,src/config.rs,c6189d92eb0ee7818a49a337c4341d25b1c9825e3d0587a2b5f618607309e4ad,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0317,shadowsocks-rust,file:src/daemonize/daemonize/error.rs,src/daemonize/daemonize/error.rs file semantics,src/daemonize/daemonize/error.rs,1a1f2aea6508b526b50f5d3f610bfce45c5512ff9cff33e50155ae6def54717e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0318,shadowsocks-rust,file:src/daemonize/daemonize/mod.rs,src/daemonize/daemonize/mod.rs file semantics,src/daemonize/daemonize/mod.rs,9a5934e80ec467cd6e7bfe551e11281840c1be32a0e6e5e3b89e89aa9af9ee7a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0319,shadowsocks-rust,file:src/daemonize/mod.rs,src/daemonize/mod.rs file semantics,src/daemonize/mod.rs,8b6126bb7d7ce8984807cdc3d5e50d9427133e2540265c1cc6d99b6820478fe8,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0320,shadowsocks-rust,file:src/daemonize/unix.rs,src/daemonize/unix.rs file semantics,src/daemonize/unix.rs,d28bb1414ce30ad69df54763b06eb06a761cf91759e7948a5e1a953d6381554a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0321,shadowsocks-rust,file:src/error.rs,src/error.rs file semantics,src/error.rs,00ae01d9585f9e7bca8b1fcf35579808c8fd12f67768029b16beb5bf8a33f9cf,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0322,shadowsocks-rust,file:src/lib.rs,src/lib.rs file semantics,src/lib.rs,069aba771dee62a8b3e3ab178b3cf14c7dcd6ebe5e26994851d77686c4ba4895,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0323,shadowsocks-rust,file:src/logging/log4rs.rs,src/logging/log4rs.rs file semantics,src/logging/log4rs.rs,07ebfd9e2b11bf6a5f020541abdc543dbda1b74357c9d1ee41474cd18b0a3a84,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0324,shadowsocks-rust,file:src/logging/mod.rs,src/logging/mod.rs file semantics,src/logging/mod.rs,90eb37743cbafdd102be22f73e0059a4aae32fd3329bb0741daafcc22a8a0bb5,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0325,shadowsocks-rust,file:src/logging/tracing.rs,src/logging/tracing.rs file semantics,src/logging/tracing.rs,e2a1e3d4d3b2c8fcdfdacd5b693bb79647bc8d1701090cd76aedb84febcc4b71,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0326,shadowsocks-rust,file:src/monitor/mod.rs,src/monitor/mod.rs file semantics,src/monitor/mod.rs,921c30fc378ee85cf60a65ce33efefc9998b69edb38a667718f8f50be7c62985,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0327,shadowsocks-rust,file:src/monitor/other.rs,src/monitor/other.rs file semantics,src/monitor/other.rs,d44dbba78c6f516cf86286f64e0b876630b95c480d411deefceb48d75a716df6,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0328,shadowsocks-rust,file:src/monitor/unix.rs,src/monitor/unix.rs file semantics,src/monitor/unix.rs,70855728991267e3b512d68098432b1a1c2641b8151ce17ceff3c307f0011079,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0329,shadowsocks-rust,file:src/monitor/windows.rs,src/monitor/windows.rs file semantics,src/monitor/windows.rs,aaf744438d5332ceac89990d43fc23740f3be2c5e44758be3a5ef349c2a629ea,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0330,shadowsocks-rust,file:src/password.rs,src/password.rs file semantics,src/password.rs,c389acb58c4bfaaeb0cc0484d573fad23c96b797543abdbdae4a6a83e1d03044,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0331,shadowsocks-rust,file:src/service/genkey.rs,src/service/genkey.rs file semantics,src/service/genkey.rs,ff508e55a1ae9f3e8859863f662dcecfe313cbb436497c8830ec9a391951a8d0,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0332,shadowsocks-rust,file:src/service/local.rs,src/service/local.rs file semantics,src/service/local.rs,9b9409dc7f84c17b90d8f6b2acc9cf510a308217932557331c1d52b256194d48,hardened,verified,refined-with-new-record,PR228-SS001,true,Second-order review split/promoted a narrower independently meaningful unit; predecessor context remains preserved.
226,PR226-F0333,shadowsocks-rust,file:src/service/manager.rs,src/service/manager.rs file semantics,src/service/manager.rs,10cdc0c92fbc61d748b05cc427e936c94ba4adb35232084be9322f86d4d7d072,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0334,shadowsocks-rust,file:src/service/mod.rs,src/service/mod.rs file semantics,src/service/mod.rs,c968d84e5504bdba07ad9ca98a8379bf7a08e603cf7509f8bd4b6e43a201c7ef,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0335,shadowsocks-rust,file:src/service/server.rs,src/service/server.rs file semantics,src/service/server.rs,fd84a1df47579baa4008cd2bbda3acef22a239bb9ebcbdc7fbab7d156f7a8a3b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0336,shadowsocks-rust,file:src/sys.rs,src/sys.rs file semantics,src/sys.rs,65da6468c649118d0cc11b05d94157dbc38e83366884ba2e051f4ec301334491,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0337,shadowsocks-rust,file:src/vparser/mod.rs,src/vparser/mod.rs file semantics,src/vparser/mod.rs,eb6569189b9096af6c8321c2ada3b0b4c1a9309d99c1cee9d6ef5dba9bf46bc5,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0338,shadowsocks-rust,file:tests/dns.rs,tests/dns.rs file semantics,tests/dns.rs,2e855a021f7f75b735d4af5e358f8e9391fa19d58ece2bb797fc82c0389413ca,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0339,shadowsocks-rust,file:tests/http.rs,tests/http.rs file semantics,tests/http.rs,40599392bf961a998d05f934448b7efa72cf0097fe1a961c672bbd9cab371d47,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0340,shadowsocks-rust,file:tests/socks4.rs,tests/socks4.rs file semantics,tests/socks4.rs,43c6fdd907cd93508f2e166650fd2291311e42bf42495d997f5dcde768aba661,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
